Drexel ID,First Name,Middle Name,Last Name,Major,Minor
dwh287,Daniel,Warren,Hammond,Bachelor of Science in Business Administration in Business Economics (co-major),
elw95,Edward,Lonnie,Witter,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in Computer Science
smb35,Susan,Mary,Buchanan,Bachelor of Science in Economics and Business,
cmu563,Cynthia,Maria,Underwood,Bachelor of Science in Mathematics,Minor in User Experience and Interaction Design
hys34,Hope,Yu,Stupar,Master of Laboratory Animal Science in Laboratory Animal Science,Minor in Financial Technology
kat336,Katherine,Alene,Twigg,Master of Science in Data Science in Data Science,
tjt76,Timothy,Joshua,Thrill,Master of Science in Peace Engineering,
rrr397,Riley,Richard,Rivers,Bachelor of Science in Computer Science in Computer Science,Minor in User Experience and Interaction Design
res18,Ramon,Edward,Sumners,Bachelor of Science in Software Engineering in Software Engineering,
rsm28,Rosa,Sue,Miles,Master of Health Administration in Health Administration,Minor in Television Industry and Enterprise
pdp54,Phillip,Daniel,Patterson,Bachelor of Science in Geoscience,
ces38,Christopher,Emanuel,Sims,Bachelor of Science in Business Administration in Organizational Management (co-major),
kkp74,Kathy,Kelley,Pippenger,Master of Science in Mathematics Learning and Teaching,
mnb70,Mary,Nancy,Bernal,Doctor of Philosophy in Chemistry,
jmp17,James,Michael,Pearson,Bachelor of Science in Interior Design,Minor in Asian Studies
mjr72,Mabel,Julie,Rautenberg,Bachelor of Science in Dance - Part-time Professional,
tcs12,Tammy,Chantal,Stevenson,Master of Science in Medical Science,
elh40,Ernest,Larry,Huskey,Bachelor of Science in Exercise Science,
emr16,Earline,Macy,Roddy,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
arc20,Andrew,Ryan,Collins,Bachelor of Arts in Chemistry,Minor in Management Information Systems
edc824,Evelyn,Diana,Chavez,Master of Science in Medical Science,Minor in History
rrj99,Retta,Ronda,Joseph,Bachelor of Science in Mathematics,
amd308,Ann,Martha,Dion,program_name,
del978,Don,Ernest,Lee,Bachelor of Science in Business Administration in Organizational Management (co-major),
bvd447,Brenda,Virginia,Dax,Master of Science in Machine Learning Engineering in Machine Learning Engineering,
ckb39,Christina,Katrina,Bratcher,Master of Science in Interior Architecture and Design,Minor in Jazz and African-American Music
smg91,Susan,Melanie,Gentry,Master of Science in Mathematics Learning and Teaching,
bgd16,Barbara,Gay,Dick,Bachelor of Science in Special Education (PK-12),
fdb87,Frank,Devin,Barrett,Master of Science in Culinary Arts and Science,
lct70,Leon,Christopher,Thompkins,Master of Science in Nanomaterials,Minor in Television Industry and Enterprise
bmk99,Bobbie,Mary,Kirby,Master of Science in Machine Learning Engineering in Machine Learning Engineering,Minor in Sport Regulation & Compliance
sms74,Star,Mattie,Smith,Bachelor of Science in Nutrition and Foods,Minor in Chemical Engineering
esb96,Elizabeth,Savannah,Blair,Master of Science in Histotechnology,Minor in Legal Studies
cjm34,Christina,Janice,Morrissette,Bachelor of Science in Art History,
sns39,Stanley,Nicholas,Steckler,Bachelor of Science in Economics in Economics,
gaw87,Gertrude,Amy,Wood,Bachelor of Arts in Chemistry,
jjr796,Jack,Jeremy,Rice,Bachelor of Science in Architectural Studies,
rlp33,Ronnie,Linda,Phelps,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
fim70,Florence,Idella,Mcgee,Doctor of Philosophy in Epidemiology,Minor in Biological Sciences
ler26,Laura,Ebony,Rundle,Bachelor of Science in Economics in Economics,
alc57,Alice,Lydia,Champine,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,"Minor in Science, Technology and Society"
hms608,Hazel,Melissa,Smith,Doctor of Philosophy in Couple and Family Therapy,
jsv53,Johnathan,Steve,Villanueva,Bachelor of Science in Computer Engineering in Computer Engineering,
yaa73,Yolanda,Audrey,Alfaro,Master of Science in Physics,Minor in Materials Science and Engineering
ppm35,Phyllis,Pamela,Medina,Bachelor of Science in Business Administration in Business Economics (co-major),Minor in Physics
ccw56,Caitlin,Crystal,Wallace,Bachelor of Science in Business Administration in Organizational Management (co-major),
knf792,Kenneth,Nolan,Fisher,Doctor of Business Administration in Business Administration,
ejd453,Edward,John,Dreessen,Bachelor of Science in Data Science in Data Science,Minor in User Experience and Interaction Design
cph35,Chad,Paul,Hobbs,Master of Science in Clinical Research for Health Professionals,Minor in Mechanical Engineering and Mechanics
dkt74,Donna,Kristen,Tippin,Bachelor of Science in Chemistry,
drk95,Donald,Richard,Krieg,Bachelor of Arts in Computer Science in Computer Science,
emm75,Emil,Mark,Maria,Bachelor of Science in Design and Merchandising,
res298,Ruby,Esther,Shiro,Bachelor of Science in Music Industry,
gkj56,Gussie,Karen,Jones,Bachelor of Science in Engineering in Engineering,
wwm62,Wilbur,William,Martin,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Virtual Reality & Immersive Media
kpw32,Kevin,Peter,Washington,Master of Science in Mathematics,
rag42,Renee,Angela,Griffin,Bachelor of Science in Animation & Visual Effects,
ckj159,Cathy,Kelli,Jenkins,Bachelor of Science in Film & Television,
kjb48,Kenneth,James,Boothe,"Bachelor of Science in Behavioral Economics, Business and Organizations",
msm50,Mary,Sara,Mcclintock,"Master of Science(MS) in Ecology, Evolution, and Earth Systems",
jrk80,James,Ronnie,Kelly,Bachelor of Arts in Sociology,Minor in Engineering Management
pea753,Peggy,Ellen,Adam,Master of Business Administration in Business Administration,
thm93,Thomas,Heriberto,Martinez,Bachelor of Science in Business Administration in Sport Business,
wjs85,Wilda,Jonie,Smith,Bachelor of Science in Business Administration in Accounting,
cjw86,Charlie,James,Whitford,Bachelor of Science in Product Design,
cga68,Charles,Gregory,Aycock,Master of Science in Special Education,
cej272,Cathy,Edelmira,Jephson,Bachelor of Architecture in Architecture,
jao80,Jerome,Andy,Oberpriller,Bachelor of Science in Architectural Studies,Minor in DragonsTeach Math Certification Minor
fcy22,Francis,Cecile,Yancik,Bachelor of Science in Civil Engineering in Civil Engineering,
kvl785,Kimberly,Victoria,Lynch,Bachelor of Science in Business Administration in Legal Studies,Minor in History of Capitalism
ldk61,Leslie,David,Knight,Bachelor of Science in Photography,Minor in TV Production and Media Management
jdb63,Jean,Diane,Barrow,Bachelor of Science in Behavioral Health Counseling,Minor in Health and Social Justice
mka70,Matthew,Kevin,Adams,Doctor of Philosophy in Creative Arts in Therapy,
jcm48,Janice,Cecelia,Marburger,Bachelor of Science in Public Health,
rdv368,Reed,Douglas,Vazquez,Bachelor of Science in Dance - Part-time Professional,
lel191,Lee,Elizabeth,Lawson,Master of Science in Information in Library and Information Science,Minor in Computing Technology
cas124,Christina,Alice,Stillwagon,Bachelor of Arts in Communication,
baw75,Brooke,Angela,White,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in Ecology
jje468,James,Jacob,Ewers,Bachelor of Science in Economics and Business,Minor in Women's and Gender Studies
har38,Heidi,Ada,Reda,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Mathematics
eac52,Evelyn,Amy,Coleman,Bachelor of Science in Music Industry,Minor in Mechanical Engineering and Mechanics
jmg70,Jesus,Monte,Goodnight,Doctor of Business Administration in Business Administration,
sjg75,Sarah,Jennifer,Gentner,Bachelor of Science in Business Administration in Business Administration,
tbw52,Timothy,Benny,Watts,Master of Science in Applied Behavior Analysis,
meg86,Marsha,Emily,Godfrey,Master of Science in Medical Science,
mte67,Marsha,Tamie,Elliott,Bachelor of Architecture in Architecture,
llm49,Linda,Luisa,Mota,Bachelor of Arts in Computer Science in Computer Science,Minor in Data Science
fcf759,Felicia,Carla,Franklin,Bachelor of Science in Custom-Designed Major,
bco61,Barry,Calvin,Owen,Doctor of Education in Educational Leadership and Management,
rmc74,Richard,Michael,Cox,Bachelor of Science in Business Administration in Business Economics (co-major),
jcd92,Joseph,Carlos,Dorsch,Master of Science in Population Health Science,
jcs63,John,Clifford,Sugarman,Bachelor of Science in Psychology,
lbk574,Lucille,Betty,Kinsella,Master of Science in Intensive Medical Sciences,Minor in Sport Coaching Leadership
cgh74,Charles,Gary,Harrison,Bachelor of Science Degree inNursing in Nursing,
kkt184,Katherine,Karen,Tucker,Bachelor of Architecture in Architecture,
rfp50,Robert,Francisco,Pearson,Master of Science in Higher Education Leadership,
tld22,Tabitha,Loriann,Dominick,Bachelor of Science in Design and Merchandising,Minor in Theatre
sld14,Stanley,Lawrence,Desmarais,Master of Science in Computer Engineering,
krm97,Kai,Renee,Morrow,Master of Science in Design Research in Design Research,
lls65,Larry,Lawrence,Simmons,Bachelor of Science in User Experience and Interaction Design,
rfb35,Richard,Frank,Bates,Bachelor of Science in Dance,Minor in Communication
arl45,Arthur,Richard,Lankford,Bachelor of Science in Economics and Mathematics,
tjk53,Tony,Jason,Kusuma,Bachelor of Science in Civil Engineering in Civil Engineering,Minor in Sociology
llb10,Lucille,Linda,Bringle,Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Epidemiology
kld44,Kathy,Lenora,Dean,Master of Science in Intensive Medical Sciences,
rpg78,Rhonda,Patricia,Genco,Doctor of Philosophy in Molecular and Cell Biology and Genetics,
mpm47,Milo,Paul,Monti,Bachelor of Science in Engineering in Engineering,Minor in DragonsTeach Middle Years Certification Minor
pdk63,Patti,Delores,Koehler,Bachelor of Science in Business Administration in Real Estate Management and Development,Minor in Linguistics
dsd73,David,Stephen,Doughtry,Master of Science in Medical Science,
jsh95,John,Shane,Haskell,Bachelor of Science in Business Administration in Real Estate Management and Development,Minor in Italian Studies
kjb506,Kenneth,Jacob,Bass,Doctor of Philosophy in Microbiology and Immunology,Minor in Food Science
dkm73,Donald,Kenneth,May,Bachelor of Science in Public Health,Minor in Linguistics
jbf94,Juan,Barry,Fulton,Bachelor of Science in Business Administration in Esport Business,Minor in Entrepreneurship and Innovation
cea693,Carolyn,Evelyn,Adams,Bachelor of Science in Economics and Public Health,
lat196,Leland,Allen,Tan,Master of Science in Creativity and Innovation,Minor in Health and Social Justice
dfj28,Devon,Frederick,Jaco,Bachelor of Science in Custom-Designed Major,Minor in Financial Technology
mmm975,Marcia,Marie,Martin,Bachelor of Arts in Entrepreneurship and Innovation,
reg72,Rachel,Estella,Granado,Master of Science in Environmental Policy in Environmental Policy,Minor in Animation and Visual Effects
anc34,Alexis,Nona,Collins,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in Somatics
gjc72,Gary,John,Coffman,Bachelor of Science in Business and Engineering in Business and Engineering,
djt85,David,James,Tomlin,Bachelor of Science in Nutrition and Foods,
elr327,Eric,Lee,Rios,Bachelor of Science in Economics and Business,
jwo383,James,William,Ortiz,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
jpc861,James,Philip,Castleberry,Master of Laws in Trial Advocacy and Dispute Resolution,Minor in DragonsTeach Math Certification Minor
lcs99,Lorrie,Carolyn,Stanley,Master of Science in Interior Architecture and Design,Minor in Artificial Intelligence and Learning
jma911,Judy,Margaret,Alfano,Master of Science in Educational Administration,Minor in Software Engineering
jkp721,Joanne,Kori,Pilcher,Bachelor of Science in Game Design & Production,
irj23,Irma,Ruth,Jones,Bachelor of Science in Civil Engineering in Civil Engineering,
idp32,Isaac,Douglas,Pfeiffer,Doctor of Philosophy in Computer Science,Minor in Sport Management
dcm606,Doris,Cynthia,Munson,Bachelor of Arts in Political Science,Minor in Middle East and North Africa Studies
dcm20,David,Christopher,Mahoney,Doctor of Philosophy in Microbiology and Immunology,
mjb77,Maureen,Johnnie,Borysewicz,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Film Studies
adb761,Armando,Darryl,Brooks,Bachelor of Science in Health Data Analytics,
bjs55,Bobbye,Janet,Shannon,Master of Science in Mathematics,
krc89,Kevin,Richard,Crawford,Bachelor of Science in Business Administration in Real Estate Management and Development,
pem67,Philomena,Esther,Moore,Bachelor of Science in Behavioral Health Counseling,Minor in DragonsTeach Middle Years Certification Minor
cwg62,Charles,William,Gonzales,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Engineering Leadership
mdf81,Meredith,Dorothy,Fields,Bachelor of Science in Digital Media and Virtual Production,Minor in User Experience and Interaction Design
epj582,Eunice,Pauline,Johnson,Bachelor of Science in Economics and Mathematics,
knw23,Kathyrn,Nancy,Woodis,Bachelor of Science in Business Administration in Management Information Systems,Minor in Mathematics
lvt427,Lauren,Vicky,Thompson,Master of Science in Digital Media,
mcm33,Morgan,Cassandra,Mcclelland,Bachelor of Arts in Computer Science in Computer Science,Minor in Software Engineering
mrc95,Michael,Robert,Cotton,Master of Legal Studies in Legal Studies (MLS) - Quarter Calendar,
ama97,Anne,Michele,Ayers,Bachelor of Science in Architectural Studies,Minor in DragonsTeach Math Certification Minor
bbm72,Betsy,Brandi,Myers,Bachelor of Arts in Communication,
gtm94,Gary,Trevor,Musto,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Philosophy
wbm51,Warren,Brandon,Medina,"Master of Science in Biomedical Science (MS: School of Biomedical Engineering, Science and Health Systems)",Minor in Computing Technology
jrj95,James,Robert,John,"Master of Science in Biomedical Engineering (MS: School of Biomedical Engineering, Science and Health Systems)",
abc16,Aubrey,Benjamin,Caruso,Bachelor of Arts in Communication,
smj85,Sharon,Mary,Johnson,Master of Science in Public Policy,
rdp57,Richard,David,Paradis,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,Minor in Fine Arts
crs80,Carol,Ramona,Sukhu,Bachelor of Science in Environmental Science,Minor in Politics
pcb98,Pamela,Catina,Bell,Doctor of Philosophy in Computer Engineering,Minor in Fine Arts
oak154,Octavia,April,Krul,Bachelor of Science in Computer Engineering in Computer Engineering,
bww45,Brian,Warren,Walling,Master of Science in Creativity and Innovation,
cfs77,Cora,Francis,Smith,Bachelor of Science in Environmental Science,
kjh31,Kenneth,James,Hier,Bachelor of Science in Business Administration in Business Economics (co-major),Minor in Music
rmm764,Robert,Maximo,Martin,Bachelor of Arts in Global Public Health,
lam27,Lilla,Agnes,Morrison,Master of Science in Population Health Science,Minor in Product Design
smv24,Sean,Matthew,Vargas,Master of Public Health in Public Health,
trg917,Tiffany,Rosemary,Gardner,Master of Business Administration in Business Administration,Minor in Electrical Engineering
daa625,Dewey,Aaron,Albrekht,Bachelor of Science in Special Education (PK-12),Minor in Architectural Engineering
dmt159,Dean,Mike,Torres,Doctor of Philosophy in Electrical Engineering,
brp25,Blake,Richard,Pittman,Bachelor of Science in Engineering Technology in Engineering Technology,Minor in Engineering Product Development
wdm433,Willie,Daniel,Martin,Bachelor of Science in Behavioral Health Counseling,
jcm77,Jill,Corrie,Matthews,Bachelor of Science in Dance,
cnb87,Corinne,Nina,Back,Bachelor of Science in Photography,
rpf15,Roberta,Phyllis,Flores,Bachelor of Science in Sustainability and Innovation,Minor in Neuroscience
jaw16,Jessica,Ann,Webb,Bachelor of Science in Business Administration in Real Estate Management and Development,Minor in Sports Media Production
mtr89,Michael,Toby,Ryan,Bachelor of Science in Fashion Design,Minor in Merchandising
jlp65,James,Leo,Poling,Doctor of Philosophy in Couple and Family Therapy,
dcj66,David,Clifford,Jarrett,Master of Science in Interior Architecture,
jdm722,James,David,Martin,Bachelor of Science in Business Administration in Business Analytics (co-major),
rlg23,Rebecca,Laura,Gallego,Master of Science in Medical Science,
mad556,Mary,Angie,Deluca,Bachelor of Science in Business Administration in Finance,
lfk25,Luis,Felix,Kimes,Master of Science in Strategic and Digital Communication,Minor in Education
rjh42,Ray,James,Hollin,Bachelor of Science in Business Administration in Management Information Systems,
apa946,Albert,Phillip,Akers,Bachelor of Science in Westphal Studies Program,
rpm55,Richard,Peter,Miltenberger,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Africana Studies
mrr81,Milford,Richard,Rodriguez,Bachelor of Science in Nutrition and Foods,
nlj33,Nancy,Loretta,Jaramillo,Bachelor of Science in Mathematics,
ajm83,Angel,Joseph,Mead,Bachelor of Science in Business Administration in Business Administration,Minor in Behavioral Economics and Business
lgs12,Laura,Gail,Self,Bachelor of Science in Architectural Studies,Minor in Environmental Studies
djt77,Devin,Joseph,Tate,Bachelor of Science in User Experience and Interaction Design,
jcl19,Janine,Carmen,Lee,Bachelor of Science in Digital Media and Virtual Production,Minor in Philosophy
gcb147,Grace,Cecilia,Brandt,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",Minor in Computer Crime
sml99,Shin,Mary,Lassiter,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Music
rcw84,Robert,Carl,Walker,Bachelor of Science in Nutrition and Foods,
jwl96,James,William,Lee,Bachelor of Science in Information Systems in Information Systems,Minor in Marketing
jpe70,Joseph,Phillip,Edwards,Bachelor of Science in Chemistry,
rrd43,Rodney,Robert,Dafoe,Bachelor of Science in Fashion Design,
pio73,Philip,Irvin,Orefice,Master of Science in Biomedicine and Digital Media,
lla33,Lila,Lory,Auzenne,Bachelor of Science in Business Administration in Organizational Management (co-major),Minor in Entertainment Engineering
djt83,Donna,Joan,Tucker,Bachelor of Science in Chemistry,Minor in Global Engineering
ees60,Ernestine,Elaine,Simpson,Bachelor of Science in Engineering in Engineering,
scc97,Stella,Catherine,Clinch,Master of Science in Physics,
rsb49,Robert,Steven,Basista,Bachelor of Science in Business Administration in International Business Co-Major,
nsb982,Nancy,Sharon,Brooks,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,Minor in Geoscience
psm78,Peter,Sam,Mcintire,Bachelor of Science in Digital Media and Virtual Production,Minor in Astrophysics
ddp97,David,Dale,Pellowski,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
ptp86,Paul,Timothy,Palmer,Bachelor of Science in Westphal Studies Program,
tmh32,Tiffany,Mary,Hiott,Master of Science in Nutrition and Dietetics,
grb87,Gary,Raymond,Batts,Master of Science in Nanomaterials,
pah148,Paul,Anthony,Hunt,Master of Public Health in Community Health and Prevention,
hjg54,Henry,Junior,Gold,Bachelor of Science in Health Sciences,
pew70,Patricia,Emmy,Willis,Bachelor of Science in Civil Engineering in Civil Engineering,
mam35,Magdalena,Angelia,Mcmillan,Bachelor of Science in Screenwriting and Playwriting,
ddh33,Darryl,David,Hatton,Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Italian Studies
stb265,Samuel,Terry,Bonawitz,Bachelor of Science in Computer Engineering in Computer Engineering,Minor in Biological Sciences
erp89,Emory,Robert,Pusey,Bachelor of Science in Screenwriting and Playwriting,
jrs83,Jeanette,Rosetta,Scanlon,Master of Science in Human Resource Development,
smm55,Stephanie,Mary,Mccullin,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
pcm49,Patsy,Cathryn,Mitchell,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in Organizational Management
pmd66,Pamela,Mellie,Deshotel,Master of Science in Clinical Research Organization & Management,
mvk78,Maria,Virginia,Knoll,Bachelor of Science in Construction Management in Construction Management,
mmo22,Melissa,Mary,Otterson,Bachelor of Science in Business Administration in Management Information Systems,
ech761,Eric,Christopher,Hayes,Bachelor of Science in Interior Design,
gtk72,Glenn,Thomas,Knight,Bachelor of Science in Health Services Administration,
csb75,Charles,Sammy,Baltz,Bachelor of Science in Physics,
cjm84,Carl,Jimmy,Moore,Master of Science in Health and Rehabilitation Sciences,
cop649,Cheryl,Olga,Porter,Bachelor of Science in Business Administration in Business Analytics (co-major),
jpd80,Julie,Patricia,Donaldson,Master of Science in Intensive Medical Sciences,
pcs49,Paul,Chase,Sather,Master of Science in Economics in Economics,
acp97,Ann,Candace,Patten,Master of Science in Interior Architecture,
deg51,Donna,Evangelina,Gates,Bachelor of Science in Information Systems in Information Systems,
ecs93,Edwin,Christopher,Strickland,Master of Science in Digital Media,Minor in DragonsTeach Middle Years Minor
mac11,Michael,Anthony,Clore,Master of Science in Artificial Intelligence and Machine Learning in Artificial Intelligence and Machine Learning,
bbc59,Billy,Brent,Cantwell,Bachelor of Science in Biological Sciences,Minor in Accounting
jtt16,Jeremy,Terence,Turner,Bachelor of Science in Business Administration in Real Estate Management and Development,Minor in Interdisciplinary Problem Solving
adp19,Ada,Delores,Porche,Bachelor of Science in Civil Engineering in Civil Engineering,
bdg16,Brad,David,Ghosh,Bachelor of Architecture in Architecture,
ssw81,Sandy,Sabrina,Witmer,Master of Arts in Dance/Movement Therapy and Counseling,Minor in Linguistics
jrj74,Joel,Roger,Johnson,Bachelor of Science in Electrical Engineering in Electrical Engineering,
fhm905,Frederick,Humberto,Morton,Bachelor of Science Degree inNursing in Nursing,
cnm84,Carmen,Norma,Maldonado,"Bachelor of Arts in Philosophy, Politics and Economics",Minor in Global Engineering
dwj10,Darlene,Willa,Jones,Bachelor of Science in Engineering in Engineering,
daw59,Don,Aaron,Welch,"Bachelor of Science in Behavioral Economics, Business and Organizations",
jmr97,Joseph,Manuel,Randall,Bachelor of Arts in Entrepreneurship and Innovation,Minor in Business Administration
cpi81,Candace,Philomena,Irvin,Doctor of Philosophy in Materials Science and Engineering,
bag932,Barbara,Ashley,Graham,Bachelor of Science in Business Administration in Sport Business,
dns72,Doreen,Nicole,Schwartz,Bachelor of Science in Sustainability and Innovation,Minor in Green Energy and Sustainability
dss752,Daniel,Scott,Sebald,Bachelor of Science in Business Administration in International Business Co-Major,Minor in Theatre
eld56,Eva,Laura,Downey,Bachelor of Science in Computer Science in Computer Science,
pha72,Peter,Henry,Abreu,Bachelor of Science in Electrical Engineering in Electrical Engineering,Minor in Data Science
mmw13,Michael,Michael,Wilkinson,Doctor of Philosophy in Architectural Engineering,Minor in Engineering Management
bic77,Becky,Iris,Connally,Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Product Design
jmp43,Jessica,Manda,Praino,Bachelor of Science in Economics in Economics,
dld15,Dorothy,Letha,Davis,Bachelor of Science in Psychology,
sjk78,Steven,John,Kruse,Bachelor of Science in Public Health,Minor in Systems Engineering
jwf64,Jerome,Willie,Falvo,Bachelor of Science in Economics and Mathematics,Minor in Information Systems
jsv29,Joseph,Samuel,Vargas,Bachelor of Science in Economics and Data Science,Minor in Chemical Engineering
drc69,Desiree,Ruth,Cook,Master of Science in Histotechnology,
mgs66,Molly,Genevieve,Smidt,Bachelor of Science in Business Administration in Organizational Management (co-major),
rka42,Robert,Kent,Austin,"Master of Science in Science, Technology, and Society",
tjc55,Thelma,Joann,Christian,Master of Science in Culinary Arts and Science,Minor in Software Engineering
jmp84,Janice,Marilyn,Peralta,Bachelor of Arts in Art History,
ddm32,Donna,Doris,Mcmichael,Bachelor of Arts in Political Science,
aag138,Anna,Anya,Grossman,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
gkw86,George,Kristen,Will,Bachelor of Science in Electrical Engineering in Electrical Engineering,
rml128,Richard,Matthew,Llewellyn,Bachelor of Arts in Sociology,
mfl77,Mark,Frank,Lavoie,Bachelor of Arts in Sociology,Minor in Writing
lpa69,Lisa,Palma,Allen,Bachelor of Science in Physics,
bmf83,Beatrice,Maureen,Farmer,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in Information Systems
nlg37,Nancy,Linda,Gonzalez,Master of Science in Engineering Management,Minor in Middle East and North Africa Studies
ltb94,Lois,Tami,Barbee,Bachelor of Science in Behavioral Health Counseling,
ces262,Cleveland,Ernest,Smith,Bachelor of Science in Film & Television,
dlc85,David,Leslie,Cline,Bachelor of Arts in Political Science,
wps34,William,Paul,Schweitzer,Bachelor of Science in Mathematics,Minor in Business Consulting
bmh99,Bernice,Monique,Hart,Master of Science in Environmental Policy in Environmental Policy,
mle885,Matthew,Lynn,Elder,Bachelor of Science in Psychology,
jmw79,James,Michael,Wuest,Bachelor of Arts in Global Studies,Minor in Bioscience and Society
srd594,Shane,Roman,Dennis,Master of Science in Drexel Pathway to Medical School,Minor in DragonsTeach Middle Years Minor
amc51,Arturo,Mathew,Chen,Master of Science in Computer Engineering,Minor in Playwriting
das21,Dustin,Angel,Spears,Bachelor of Science in Film & Television,Minor in Entertainment & Arts Management
jmh39,Janice,Margaret,Haynes,Bachelor of Science in Economics in Economics,
kro13,Karma,Ruth,Ovitt,Bachelor of Science in Engineering Technology in Engineering Technology,
sgh77,Sylvia,Gretchen,Hutchinson,Bachelor of Science in Health Services Administration,
djd264,David,James,Douglas,Master of Science in Biomedicine and Business,
kww12,Kenneth,William,Washington,Master of Public Health in Global Health,Minor in Architectural Engineering
bjm93,Bert,James,Mcfarling,Bachelor of Science in Education: Non-Certification,
vlk54,Vance,Leon,Kamiya,Bachelor of Science in Business Administration in Business Analytics (co-major),Minor in Actuarial Science
rjw48,Rodney,James,Whitley,Bachelor of Science in Art History,
jjt13,John,Jack,Turner,Bachelor of Arts in Law,
brm21,Brian,Roger,Morrell,Bachelor of Science in Art History,Minor in Architectural Engineering
ccp14,Clinton,Colin,President,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Politics
bab19,Barbara,Alfreda,Browning,Master of Science in Educational Administration,Minor in Playwriting
djt60,Diane,Jamie,Tapia,"Bachelor of Arts in Philosophy, Politics and Economics",
mys24,Maria,Yvette,Scavotto,Master of Science in Systems Engineering,
ctc67,Catherine,Tish,Caravati,Bachelor of Science in Business Administration in Sport Business,
tmm64,Tonya,Mary,Moore,Master of Science in Special Education,
jar42,Jerry,Arnold,Robinson,Master of Science in Complementary and Integrative Health,
jdl82,Joe,Daniel,Losacco,Bachelor of Science in Psychology,
ppa19,Patricia,Palma,Adkins,"Master of Science in Quality, Safety and Risk Management in Health Care",
ceo99,Carol,Eva,Olveda,Master of Science in Population Health Science,
fgb28,Frances,Goldie,Busk,Bachelor of Arts in Chemistry,Minor in Systems Engineering
lms469,Lillian,Myrtle,Smith,Master of Science in Biomedicine and Entrepreneurship,Minor in Sports Media Production
crf42,Clarence,Raymond,Fletcher,Master of Public Health in Urban Health,
cdr66,Crystal,Dana,Ramage,Bachelor of Science in Custom-Designed Major,
aez49,Angela,Elizabeth,Zana,Bachelor of Science in Business Administration in Organizational Management (co-major),Minor in Information Systems
lmm70,Lula,Marina,Michaelis,Master of Science in Sport Coaching Leadership,Minor in Corporate Entrepreneurship
pmr75,Pam,Mui,Roberts,Bachelor of Science in Business Administration in General Business,
jol62,Joseph,Ollie,Lanclos,Bachelor of Science in Business Administration(BSBA) in International Business,Minor in Management Information Systems
jrf46,Joyce,Rita,Fahey,Bachelor of Science in Architectural Studies,
jmr611,Jean,Martha,Richey,Master of Science in Biomedicine and Entrepreneurship,
mrc112,Margarita,Rebecca,Cooper,Master of Science in Infectious Disease,
peb873,Penny,Erica,Best,Master of Science in Software Engineering in Software Engineering,
mcd52,Mark,Calvin,Dupree,Bachelor of Science in Business and Engineering in Business and Engineering,
twp86,Todd,Walter,Pearce,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
smw89,Stephanie,Maria,Wayland,Bachelor of Science in User Experience and Interaction Design,Minor in Green Energy and Sustainability
mmh17,Michael,Michael,Hankins,Bachelor of Science in Public Health,Minor in STEM Education
mcg58,Majorie,Cathie,Garcia,Bachelor of Science in Economics and Data Science,
deh59,David,Eugene,Herbert,Master of Public Health in Health Management and Policy,Minor in User Experience and Interaction Design
sdj865,Shaunta,Debra,Jones,Bachelor of Science in Hospitality Management in Hospitality Management,
gtr13,Gilbert,Timothy,Ruff,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,
rjr16,Ronald,Jeremy,Robichaud,Bachelor of Science in Economics and Business,
tps77,Thelma,Pat,Sittre,Bachelor of Science in Chemical Engineering in Chemical Engineering,
mah27,Melvin,Alton,Hasbrouck,Bachelor of Science in Health Services Administration,Minor in Construction Management
cne73,Christi,Nancy,Edwards,Master of Science in Sport Coaching Leadership,
ljf17,Larry,Jerome,Flores,Master of Science in Undergraduate STEM Education,
dja25,David,Jefferson,Alexander,Bachelor of Arts in History,Minor in Biochemistry
dbl67,David,Brian,Lauritzen,Bachelor of Science in Psychology,
