date_of_birth,primary_department,annual_salary,job_title,drexel_id,drexel_id,full_name
5/10/1973,Materials Science and Engineering,93328,Professor,jtf18,jtf18,Jamison Foreman
5/2/1966,Physics,102056,Professor,jtf29,jtf29,Jake Falkowski
5/4/1967,Communication,82429,Professor,jtg40,jtg40,John Glaubitz
3/13/1991,Global Studies and Modern Languages,107758,Professor,jtk29,jtk29,Jane Kuntz
11/1/1976,Materials Science and Engineering,103309,Professor,jtl44,jtl44,Joshua Lessard
9/5/1987,Electrical and Computer Engineering,86387,Adjunct Instructor,jtm35,jtm35,Jonathan Moore
5/5/1961,Chemistry,90001,Research Manager,jtn91,jtn91,Jeff Natividad
7/6/1962,Communication,85184,Senior Advisor,jts43,jts43,Joshua Sullinger
7/27/1987,History,94732,Professor,jtw96,jtw96,Jemina Williams
7/20/1963,Mathematics,98328,Professor,jv553,jv553,Jurij Volcic
9/14/1994,Biology,83727,Professor,jva66,jva66,John Avarese
4/26/1974,Mathematics,95488,Senior Advisor,jvj13,jvj13,Janet Johnston
2/17/1959,Materials Science and Engineering,86882,Professor,jvl24,jvl24,Joanne Loewy
4/26/1982,Sociology,94477,Professor,jvm64,jvm64,Jerry Mead
6/20/1952,Sociology,60419,Talent Acquistion Consultant,jvm79,jvm79,Johnna Mickens
12/20/1991,Politics,90770,Professor,jw721,jw721,Jin Wen
12/24/1957,English & Philosophy,103634,Professor,jw903,jw903,Jake Williams
11/17/1982,English & Philosophy,101445,Professor,jw963,jw963,Jeremiah Woodring
5/4/1951,History,87019,Professor,jwb18,jwb18,Joan Blumberg
3/2/1973,Communication,95453,Professor,jwb925,jwb925,James Buehler
7/9/1979,Engineering Leadership and Society,69737,Talent Acquistion Consultant,jwc82,jwc82,Joseph Cager
9/2/1950,Communication,109555,Professor,jwm31,jwm31,Jonson Miller
9/21/1971,Chemistry,91678,Payroll Administrator,jwm41,jwm41,Jessie Mcclain
12/1/1994,English & Philosophy,87560,Professor,jwm44,jwm44,Jentzen Mooney
9/9/1970,Politics,32487,Science Librarian,jwm45,jwm45,James Miller
11/28/1970,Sociology,87468,Professor,jwr35,jwr35,James Rinier
3/12/1970,Criminology & Justice Studies,83811,Professor,jwr90,jwr90,James Rowe
6/20/1983,Chemistry,89098,Professor,jws10,jws10,Jonathan Seitz
1/24/1980,Electrical and Computer Engineering,104787,Professor,jws71,jws71,Jacob Shpiece
5/27/1951,Sociology,87796,Professor,jwt41,jwt41,Jervis Thompson
4/3/1988,"""Civil",83053,Professor,jwv102,jwv102,John Via
10/15/1987,Communication,99856,Professor,jwv48,jwv48,Jorn Venderbos
3/2/1961,"""Civil",161679,Executive Director,jww33,jww33,John Whitting
9/1/1961,Politics,83908,Professor,jx451,jx451,Jingni Xiao
1/28/1976,Sociology,92034,Professor,jx643,jx643,Jun Xi
9/2/1950,Biology,108180,Professor,jy616,jy616,John Yearley
12/1/1961,Physics,94185,Professor,jyl89,jyl89,Jade Lo
10/15/1955,Mechanical Engineering and Mechanics,108849,Professor,jys871,jys871,Jina Son
10/23/1988,Chemical and Biological Engineering,90097,Professor,jz208,jz208,Jintao Zhang
2/5/1977,Criminology & Justice Studies,111610,Payroll Administrator,jzt23,jzt23,Jose Tang
7/12/1961,Biology,105232,Professor,ka213,ka213,Katy Avery
9/26/1954,Materials Science and Engineering,109409,Professor,kab60,kab60,Kaisha Blackstone
11/18/1979,Politics,84430,Professor,kab718,kab718,Kenneth Barbee
1/25/1993,Sociology,99678,Professor,kac61,kac61,Kathleen Clark
12/21/1973,Materials Science and Engineering,93309,Professor,kac815,kac815,Kimberley Cooke
5/25/1962,Sociology,102954,Professor,kac864,kac864,Krissy Covington
4/26/1972,Communication,100335,Professor,kad186,kad186,Kathryn Dettmer
1/12/1979,Electrical and Computer Engineering,92812,Professor,kad731,kad731,Kelly Deily
7/24/1965,Psychological and Brain Sciences,93699,Professor,kae658,kae658,Keiko Edmondson
12/21/1994,"""Biodiversity",111013,Professor,kaf14,kaf14,Katherine Fiocca
6/22/1967,Chemical and Biological Engineering,89583,Professor,kaf18,kaf18,Kerry Fitzpatrick
10/24/1979,Global Studies and Modern Languages,84864,Professor,kaf59,kaf59,Kelly Fidanza
3/22/1969,Global Studies and Modern Languages,112319,Professor,kag426,kag426,Karen Goldschmidt
10/21/1980,History,86076,Professor,kag917,kag917,Kimberly Gadlin
3/22/1977,Physics,104695,Professor,kaj126,kaj126,Kelly Joyce
4/22/1991,Chemistry,106342,Professor,kam419,kam419,Katie Mathew
11/3/1950,Chemistry,92237,Professor,kam556,kam556,Kimberly McClellan
2/27/1954,Mechanical Engineering and Mechanics,100377,Professor,kam58,kam58,Kristine Mulhorn
5/25/1957,Criminology & Justice Studies,87887,Professor,kam86,kam86,Kerry Madden
8/4/1984,Communication,102285,Professor,kas73,kas73,Kathryn Swanson
1/20/1963,Mechanical Engineering and Mechanics,101518,Professor,kas77,kas77,Karen Stegeman
11/10/1977,English & Philosophy,107686,Professor,kb245,kb245,Kenneth Bingham
11/10/1990,Electrical and Computer Engineering,112408,Professor,kbd56,kbd56,Kyle DeMaria
12/26/1989,,37865,Public Safety Officer,kbk74,kbk74,Kenneth Knoedler
8/12/1990,Communication,86034,Professor,kbo52,kbo52,Keli O'Connor
4/3/1951,English & Philosophy,96285,Research Professor,kbo96,kbo96,Kendra Osbeck
12/28/1992,Communication,110710,Professor,kbp93,kbp93,Karen Pelzer
8/6/1960,Biology,54751,Academic Advisor,kbw51,kbw51,Karen Wright
11/11/1987,Materials Science and Engineering,89610,Professor,kc551,kc551,Karen Curry
10/17/1971,History,100115,Professor,kc874,kc874,Kenneth Chen
4/2/1969,,42588,Janitor,kcb14,kcb14,Kelli Blaser
3/28/1985,,38831,Janitor,kcb79,kcb79,Kimberley Beauregard
10/20/1985,"""Biodiversity",99982,Professor,kcb91,kcb91,Ken Bohrer
11/6/1993,Chemistry,97863,Research Manager,kcj64,kcj64,Kip Johnson
6/27/1991,Mathematics,132381,Research Director,kcl37,kcl37,Kathryn Lemieux
2/2/1993,Biology,85496,Professor,kcm492,kcm492,Kathleen Martin
11/18/1962,Materials Science and Engineering,89563,Professor,kcr705,kcr705,Kevin Roche
8/19/1953,Engineering Leadership and Society,104592,Senior Advisor,kcs10,kcs10,Kelly Schnetzer
5/26/1991,Physics,46504,Event Services Specialist,kct11,kct11,Kent Trynowski
5/10/1982,Criminology & Justice Studies,86388,Professor,kcw25,kcw25,K.C. Wuebbling
8/10/1951,Mechanical Engineering and Mechanics,83762,Payroll Administrator,kdb181,kdb181,Karen Barela
6/28/1972,Psychological and Brain Sciences,107301,Professor,kdb39,kdb39,Keith Brady
4/1/1978,Mechanical Engineering and Mechanics,92818,Professor,kde98,kde98,Kevin Egan
4/4/1972,English & Philosophy,111589,Professor,kdg49,kdg49,Kevin Gazzara
2/23/1959,Materials Science and Engineering,85189,Professor,kdm71,kdm71,Kasey Meredith
7/23/1978,Communication,84331,Professor,kdo21,kdo21,Kyle O'Connor
2/23/1966,Mechanical Engineering and Mechanics,108487,Professor,kdo988,kdo988,Kerry O'Mara
6/14/1987,Engineering Leadership and Society,88811,Clinician,kdp30,kdp30,Kenneth Petty
2/15/1978,"""Civil",108769,Professor,kdp95,kdp95,Kate Piselli
7/18/1950,Engineering Leadership and Society,102772,Professor,kdq76,kdq76,Kelly Quigley
3/1/1952,Psychological and Brain Sciences,93949,Professor,kdw15,kdw15,Kofoworola Williams
3/22/1986,"""Civil",103330,Professor,ke535,ke535,Kareem Edouard
4/10/1991,Electrical and Computer Engineering,96719,Professor,kec63,kec63,Kyle Clark
1/24/1969,Mathematics,106392,Professor,ked10,ked10,Katherine Dilks
5/22/1964,Biology,90775,Professor,keg37,keg37,Kevin Gard
11/5/1950,Psychological and Brain Sciences,111415,Professor,kek38,kek38,Kristy Kelly
11/22/1979,Chemistry,107615,Professor,kel11,kel11,Kendra Linton
10/17/1986,Engineering Leadership and Society,87538,Professor,keu68,keu68,Kelly Underman
3/12/1979,Chemical and Biological Engineering,94743,Professor,kev41,kev41,Kayla Velocci
6/22/1988,Physics,96536,Professor,kf851,kf851,Kris Forrest
6/22/1974,History,104463,Adjunct Instructor,kfa56,kfa56,Kenneth Albanese
10/17/1963,Electrical and Computer Engineering,91603,Finance Coordinator,kfa89,kfa89,Kathy Arata
6/16/1978,Physics,82821,Professor,kff81,kff81,Karen Freeman
11/12/1951,Chemical and Biological Engineering,97896,Professor,kfh94,kfh94,Kathryn Hughes
9/21/1961,Criminology & Justice Studies,112237,Professor,kfj94,kfj94,Ken Jacobs
12/7/1962,Biology,104762,Professor,kfl282,kfl282,Kari Lenhart
9/27/1957,,35924,Janitor,kfs22,kfs22,Kevin Suhr
1/12/1958,Biology,104512,Professor,kfv44,kfv44,Kelly Vresilovic
9/3/1979,Global Studies and Modern Languages,109643,Professor,kg486,kg486,Kristine Go
2/15/1966,"""Civil",97478,Professor,kg764,kg764,Kimberly Garcia
11/16/1987,Physics,86288,Research Manager,kgb11,kgb11,Kimberly Burger
8/12/1991,Electrical and Computer Engineering,98027,Professor,kgo25,kgo25,Kevin Owens
1/14/1959,Engineering Leadership and Society,112696,Professor,kgs73,kgs73,Karl Siegert
12/6/1988,History,86165,Senior Advisor,kgw51,kgw51,Kelley Wilmore
10/10/1969,Sociology,92078,Professor,kgw85,kgw85,Kahlil Wyche
7/28/1951,English & Philosophy,108808,Professor,kh312,kh312,Kirk Heilbrun
11/2/1971,English & Philosophy,98478,Professor,kh593,kh593,Keunah Han
9/20/1954,Chemical and Biological Engineering,86341,Professor,kh903,kh903,Kristen Hayes
4/20/1958,Engineering Leadership and Society,90934,Professor,khp46,khp46,Kenneth Parsons
7/10/1972,Chemical and Biological Engineering,107001,Professor,ki701,ki701,Kurtulus Izzetoglu
11/18/1966,Politics,106597,Professor,kjb28,kjb28,Kendall Butler
10/26/1980,Mechanical Engineering and Mechanics,97490,Adjunct Instructor,kjb466,kjb466,Kevin Benware
7/20/1964,Sociology,62396,Research Coordinator,kjb48,kjb48,Kerry Brooks
5/1/1977,English & Philosophy,98596,Professor,kjd32,kjd32,Keith DeRenzo
11/14/1951,Engineering Leadership and Society,82839,Professor,kjd93,kjd93,Kevin Drab
3/25/1976,"""Civil",39951,Event Services Specialist,kjg21,kjg21,Kelli Gabriel
6/4/1990,Biology,31729,Learning Specialist,kjh78,kjh78,Kenneth Hebert
7/2/1994,Global Studies and Modern Languages,45878,Reference Librarian,kjj698,kjj698,Keith Jones
8/19/1978,,67239,Drexel Central Coordinator,kjk44,kjk44,Kristi Kio
10/15/1978,Mathematics,83273,Professor,kjk68,kjk68,Kirsten Kaschock
5/17/1959,,34119,Janitor,kjl69,kjl69,Kevin Lebeau
9/3/1961,Communication,102798,Professor,kjm72,kjm72,Kevin Mitchell
10/26/1987,"""Civil",93209,Professor,kjm96,kjm96,Kate Morse
3/4/1953,Chemistry,109037,Professor,kjs95,kjs95,Kevin Scoles
9/17/1964,English & Philosophy,94867,Professor,kk269,kk269,Karin Kelly
4/9/1967,Materials Science and Engineering,97269,Professor,kka65,kka65,Kathy Anselmi
11/8/1968,Criminology & Justice Studies,102818,Finance Coordinator,kkk44,kkk44,Kathleen Klein
2/2/1980,Mechanical Engineering and Mechanics,83221,Professor,kkl84,kkl84,Kenneth Lau
3/19/1974,History,35006,Reference Librarian,kkm21,kkm21,Kenneth Miller
4/16/1985,Electrical and Computer Engineering,94173,Finance Coordinator,kkm91,kkm91,Katie Mccown
9/20/1961,Sociology,103328,Professor,kks98,kks98,Kay Swartzwelder
7/15/1969,Physics,96244,Professor,kkw43,kkw43,Kylie Wright
5/6/1974,Biology,98626,Professor,kl694,kl694,Kapil Ladha
4/7/1971,Mathematics,95599,Professor,klb32,klb32,Karolina Bryl
4/6/1966,Global Studies and Modern Languages,73418,Systems Analyst,klb462,klb462,Karmen Brewer
4/13/1954,Criminology & Justice Studies,106987,Research Manager,klc67,klc67,Kevin Cooper
12/10/1952,Politics,94261,Professor,kld72,kld72,Kristen Dodge
12/27/1956,Global Studies and Modern Languages,98491,Professor,kle766,kle766,Kristy Eells
4/25/1963,Sociology,96236,Professor,klk73,klk73,Kristin Koskey
1/15/1967,Politics,111377,Professor,kln135,kln135,Katie Nelson
6/2/1952,Criminology & Justice Studies,104847,Professor,kls22,kls22,Kara Spiller
3/10/1964,Mechanical Engineering and Mechanics,83620,Professor,klw82,klw82,Kathryn Wofford
5/10/1962,Chemical and Biological Engineering,100489,Professor,km246,km246,Kenneth Metzner
11/13/1993,"""Civil",102736,Professor,km798,km798,Kristen McLaughlin
11/2/1978,Mechanical Engineering and Mechanics,90272,Professor,kmb10,kmb10,Karen Banos
5/24/1982,Criminology & Justice Studies,108615,Professor,kmb834,kmb834,Kelly Betchyk
2/14/1952,Psychological and Brain Sciences,68750,Talent Acquistion Consultant,kmb978,kmb978,Keith Boucher
6/20/1984,Global Studies and Modern Languages,91326,Professor,kmc16,kmc16,Kylie Cherneskie
9/24/1977,Global Studies and Modern Languages,100411,Professor,kmc213,kmc213,Karen Cristiano
7/27/1967,Politics,57563,Human Resources,kme91,kme91,Kristopher Ellison
10/24/1977,"""Civil",102087,Professor,kmf65,kmf65,Kathleen Fisher
8/16/1972,English & Philosophy,82895,Professor,kmg715,kmg715,Kevin Gross
1/11/1977,History,97166,Professor,kmg951,kmg951,Karen Greenhaus
11/8/1962,Sociology,85058,Professor,kmk99,kmk99,Katie Knoeringer
4/4/1956,Mathematics,111081,Professor,kml44,kml44,Kelly Loughery
6/23/1983,Mechanical Engineering and Mechanics,99791,Professor,kml95,kml95,Kathryn Lorenz
5/4/1976,Global Studies and Modern Languages,88922,Professor,kmm35,kmm35,Karen Miller
2/26/1986,Sociology,108192,Professor,kmm562,kmm562,Kathryn Markey
1/1/1951,Chemistry,102938,Professor,kmn53,kmn53,Kevana Nixon
8/2/1978,Communication,88754,Adjunct Instructor,kmn817,kmn817,Kate Neal
6/10/1981,"""Civil",97020,Professor,kmp78,kmp78,Kathleen Powell
3/15/1952,Mechanical Engineering and Mechanics,90510,Payroll Administrator,kmr27,kmr27,Kory Rosenthal
1/9/1974,Mathematics,86711,Professor,kms43,kms43,Kathleen Short
8/6/1978,"""Biodiversity",112736,Professor,kms53,kms53,Karen Stone
12/11/1984,Psychological and Brain Sciences,94135,Professor,kmu973,kmu973,Kristine Ullmann
8/28/1993,Criminology & Justice Studies,86205,Professor,kmw75,kmw75,Kai Wonder
7/11/1955,Global Studies and Modern Languages,95528,Professor,kn736,kn736,Krzysztof Nowak
12/12/1985,Criminology & Justice Studies,62316,Accountant,kna72,kna72,Kathleen Ave
7/11/1972,Communication,94809,Professor,knd80,knd80,Kate Devlin
10/10/1967,Chemistry,111707,Professor,knm78,knm78,Kimberly McGlonn
1/22/1968,Mathematics,82912,Professor,ko806,ko806,Kasim Ortiz
6/20/1983,Engineering Leadership and Society,96513,Professor,koc21,koc21,Katherine Clark
12/3/1981,Communication,110246,Professor,kor62,kor62,Khrystyna Ryan
11/14/1991,Physics,99853,Professor,kp504,kp504,Kavitha Penugonda
11/23/1971,English & Philosophy,87235,Professor,kp755,kp755,Katelyn Phan
5/9/1972,"""Civil",93340,Professor,kp771,kp771,Kambiz Pourrezaei
5/3/1986,Biology,91958,Professor,kpb39,kpb39,Katharine Beals
2/2/1967,Communication,82582,Finance Coordinator,kpc225,kpc225,Kathy Crate
8/28/1954,,34495,Janitor,kpj96,kpj96,Kelly Jones
3/15/1987,Engineering Leadership and Society,106001,Professor,kpp35,kpp35,Kristal Pacific
8/4/1970,Global Studies and Modern Languages,91588,Professor,kps83,kps83,Kevin Smith
11/20/1993,Sociology,95620,Professor,kr311,kr311,Kathleen R
5/15/1979,Chemistry,108983,Payroll Administrator,krc38,krc38,Kirk Conley
3/9/1968,History,110882,Professor,krd16,krd16,Kapil Dandekar
4/24/1968,Biology,92833,Finance Coordinator,krj50,krj50,Keith Jones
3/7/1974,,53714,Drexel Central Coordinator,krl387,krl387,Kenneth Lieb
7/21/1950,Biology,107281,Professor,krl56,krl56,Krista Lowther
2/15/1950,Politics,104450,Adjunct Instructor,krl60,krl60,Kathleen Langston
7/12/1965,Mathematics,106552,Professor,krr71,krr71,Kathryn Rieger
2/28/1973,Global Studies and Modern Languages,101596,Research Manager,krw33,krw33,Kelly Walters
8/11/1954,"""Biodiversity",111855,Professor,ks155,ks155,Kurt Schmidt
2/11/1976,Psychological and Brain Sciences,106129,Professor,ks189,ks189,Kathryn Steen
11/14/1995,Communication,97349,Professor,ks209,ks209,Konstantinos Serfes
2/7/1994,"""Civil",93152,Professor,ks437,ks437,Karl Sohlberg
1/8/1987,Physics,88461,Professor,ks449,ks449,Kelley Scott
1/15/1983,History,112306,Professor,ks614,ks614,Ksenia Sergueeva
6/27/1983,Biology,97959,Professor,ks687,ks687,Katie Sabo
5/18/1961,History,101795,Professor,ks743,ks743,Karen Skinner
11/20/1950,English & Philosophy,84902,Professor,ks821,ks821,Kevin Shine
4/1/1984,Global Studies and Modern Languages,111136,Professor,ksb51,ksb51,Katie Barak
12/5/1991,"""Civil",93806,Professor,ksb72,ksb72,Kristen Betts
7/1/1985,Mathematics,84019,Professor,ksg55,ksg55,Kristine Grant
2/26/1978,Sociology,86996,Professor,ksj42,ksj42,Khaled Joy
8/12/1955,Mechanical Engineering and Mechanics,101570,Professor,ksk72,ksk72,Kristy Kane
4/26/1989,Biology,93429,Professor,ksm47,ksm47,Katherine Mccaffrey
6/10/1974,Psychological and Brain Sciences,86159,Professor,ksn48,ksn48,Karen Nulton
12/4/1951,"""Civil",109395,Professor,ksp616,ksp616,Kaitlin Poillon
12/7/1986,Criminology & Justice Studies,97484,Professor,ksp94,ksp94,Karkal Prabhu
10/3/1969,Engineering Leadership and Society,82499,Professor,kss68,kss68,Kenneth Sands
1/6/1976,Communication,98615,Clinician,kss83,kss83,Karen Sauers
7/7/1990,Criminology & Justice Studies,58400,Software Engineer,kss89,kss89,Kristen Smith
7/21/1967,Physics,108420,Professor,ksv50,ksv50,Kumar Virbhadra
7/20/1982,Criminology & Justice Studies,35935,Science Librarian,ksv81,ksv81,Karen Vincent
9/21/1990,Politics,92103,Professor,kt836,kt836,Kimberly Twaddell
3/19/1983,Sociology,84946,Professor,ktb24,ktb24,Kimberlyne Bethea
1/17/1963,Sociology,105872,Research Manager,kte78,kte78,Kay Edwards
2/10/1972,Electrical and Computer Engineering,89918,Professor,ktf71,ktf71,Kathryn Farrell
6/25/1995,History,89633,Professor,kth14,kth14,Kerrivah Heard
3/22/1986,Biology,106742,Professor,kth79,kth79,Keri Heuer
2/27/1959,Electrical and Computer Engineering,103470,Clinician,ktk51,ktk51,Kenny Kane
9/28/1980,Communication,92641,Professor,kto53,kto53,Kayode Oluwasegun
7/24/1952,Criminology & Justice Studies,84769,Professor,ktp87,ktp87,Kathleen Provinzano
4/9/1972,Global Studies and Modern Languages,97049,Professor,ku112,ku112,Kris Unsworth
2/3/1957,Sociology,96609,Professor,kv919,kv919,Konstantinos Vrontis
2/15/1984,Materials Science and Engineering,87412,Professor,kvf25,kvf25,Karl Fowlkes
3/6/1952,Biology,98910,Professor,kw354,kw354,Klein Wang
3/19/1955,Biology,109423,Professor,kw534,kw534,Kelly Wallace
6/17/1987,English & Philosophy,83061,Professor,kwb64,kwb64,Kristen Beck
9/13/1957,Electrical and Computer Engineering,84945,Professor,kx388,kx388,Kaidi Xu
3/13/1991,Mechanical Engineering and Mechanics,108826,Professor,la223,la223,Lutfi Agartan
2/26/1991,English & Philosophy,72632,Human Resources,laa15,laa15,Leonel Anderson
7/21/1969,Criminology & Justice Studies,108156,Professor,laa20,laa20,Lauren Apgar
12/23/1987,,47630,Public Safety Officer,laa62,laa62,Linette Anderson
5/1/1995,Mathematics,101272,Professor,laa86,laa86,Luke Abruzzo
6/9/1968,Chemical and Biological Engineering,103198,Professor,lab82,lab82,Laura Baehr
3/10/1955,Electrical and Computer Engineering,97885,Professor,lac412,lac412,Lisa Chiarello
9/16/1971,Biology,110330,Professor,lad47,lad47,Lisa DiMaio
12/23/1977,Electrical and Computer Engineering,30640,Technician,lag13,lag13,Laura Graham
7/3/1993,Politics,87565,Professor,lag36,lag36,LaRhonda Green
2/9/1983,Communication,101460,Professor,lag88,lag88,Luis Grande
4/2/1993,Criminology & Justice Studies,106046,Professor,lam81,lam81,Leslie McClure
10/19/1965,Psychological and Brain Sciences,107149,Professor,lao76,lao76,Lola Orcutt
3/16/1954,Mathematics,26860,Event Services Specialist,lap64,lap64,Lloyd Parrott
3/25/1950,Electrical and Computer Engineering,108904,Professor,lar38,lar38,Lori Ruskin
1/27/1971,Engineering Leadership and Society,97685,Professor,las59,las59,Leanice Smith
6/10/1980,Communication,98946,Professor,las66,las66,Lori Severino
4/28/1980,,41478,Public Safety Officer,las82,las82,Linda Schoderbek
1/27/1973,"""Civil",109376,Professor,lav522,lav522,Luis Valdez
6/1/1983,Biology,95456,Professor,law548,law548,Louise Whitelaw
11/15/1961,,56661,Drexel Central Coordinator,lay84,lay84,Lois Young
3/10/1994,Criminology & Justice Studies,86528,Professor,lb969,lb969,Leesa Branch
5/22/1990,"""Biodiversity",82206,Professor,lbc53,lbc53,Lawrence Cohen
6/17/1981,"""Civil",101720,Professor,lbs96,lbs96,Lisa Sylvester
1/7/1991,English & Philosophy,57521,Academic Advisor,lbw738,lbw738,Leoma Wray
3/7/1984,Criminology & Justice Studies,95978,Professor,lcb49,lcb49,Luke Brown
3/26/1980,Engineering Leadership and Society,95680,Professor,lcb57,lcb57,Lucy Butler
9/12/1979,English & Philosophy,56783,Human Resources,lcb788,lcb788,Louise Blazer
11/18/1984,Mechanical Engineering and Mechanics,41483,Event Services Specialist,lcc31,lcc31,Lisa Clark
7/25/1993,Physics,64079,Software Engineer,lch644,lch644,Lisa Hardy
6/26/1984,Politics,70119,Human Resources,lcl703,lcl703,Lance Lafave
8/19/1994,Engineering Leadership and Society,42306,Event Services Specialist,lco11,lco11,Luis Oglesby
10/22/1986,Communication,105933,Senior Advisor,lcr43,lcr43,Lula Raines
4/6/1979,"""Civil",63408,Software Engineer,lcr98,lcr98,Lorraine Rodriguez
12/24/1968,"""Biodiversity",64690,Accountant,lcs27,lcs27,Louis Sims
3/1/1956,Chemical and Biological Engineering,87101,Professor,lcs55,lcs55,Ludo Scheffer
7/7/1958,Sociology,100304,Professor,ld312,ld312,Lanqing Du
3/2/1960,"""Biodiversity",107122,Professor,ldh65,ldh65,Liza Herzog
6/3/1983,Mathematics,54102,Psychologist,ldj40,ldj40,Leslie Jiles
8/8/1961,English & Philosophy,99035,Professor,ldm615,ldm615,Linda Marston-Burk
1/23/1984,"""Biodiversity",102482,Professor,ldt19,ldt19,Lela Tannenbaum
6/5/1958,History,93881,Professor,le183,le183,Lyndsie Erdy
3/18/1969,Chemistry,60029,Assistant Professor,leb74,leb74,Louise Brevard
7/9/1954,History,92723,Professor,led478,led478,Lauren D'Innocenzo
8/23/1975,Chemical and Biological Engineering,95079,Professor,led83,led83,Laura Duwel
1/5/1995,English & Philosophy,110379,Professor,leh33,leh33,Laura Hart
4/10/1951,Biology,106128,Professor,lel21,lel21,Lynn Levin
4/5/1990,Materials Science and Engineering,83539,Professor,lel45,lel45,Lula Lariviere
6/1/1956,"""Civil",108701,Professor,lel50,lel50,Laura Lynch
12/26/1952,Politics,110280,Professor,lel65,lel65,Lorren Lutz
2/19/1974,Sociology,86943,Professor,lel80,lel80,Lawrence Leso
5/12/1960,Politics,82334,Professor,lem48,lem48,Laura Miller
5/26/1952,Politics,105197,Senior Advisor,les66,les66,Lauran Schrader
11/5/1957,Physics,82460,Adjunct Instructor,lew868,lew868,Laura Wade
3/16/1968,Engineering Leadership and Society,91528,Professor,lf482,lf482,Lian Farhadian
8/12/1995,Sociology,105323,Professor,lfd138,lfd138,Liam Doherty
2/4/1951,Engineering Leadership and Society,82057,Professor,lfi55,lfi55,Luke Ingram
8/2/1991,Biology,111920,Professor,lfr88,lfr88,Lucy Robinson
11/3/1951,Politics,106177,Professor,lfv61,lfv61,Leon Vinci
4/14/1954,History,112170,Professor,lga10,lga10,Leah Amey
11/21/1971,Politics,60161,Research Coordinator,lgc96,lgc96,Laurie Clemens
9/3/1952,Chemistry,134472,Executive Director,lgd34,lgd34,Lucy Diaz
7/26/1982,Mathematics,86295,Finance Coordinator,lgd93,lgd93,Lester Donofrio
8/17/1991,Mathematics,98049,Professor,lgz11,lgz11,Laurie Zinberg
7/16/1968,Communication,84862,Professor,lh114,lh114,Leonid Hrebien
4/5/1955,Chemistry,111159,Professor,lh168,lh168,Li-Hsin Han
6/14/1988,English & Philosophy,82082,Professor,lh766,lh766,Lin Han
11/21/1957,,48172,Janitor,lhb59,lhb59,Lisa Bridgers
12/21/1971,Materials Science and Engineering,92679,Professor,lhg65,lhg65,Leah Gates
9/1/1977,Mechanical Engineering and Mechanics,93463,Professor,lhs31,lhs31,Lindsay Steussy
8/19/1984,Politics,101729,Professor,lhs486,lhs486,Leah Schinasi
8/22/1983,Sociology,90682,Professor,lj827,lj827,Lea Jacobson
7/14/1978,,39924,Public Safety Officer,lja87,lja87,Leo Avella
8/5/1964,,44697,Public Safety Officer,ljb27,ljb27,Larry Black
8/14/1971,Mechanical Engineering and Mechanics,111577,Professor,ljb53,ljb53,Lindsay Browning
12/21/1960,Chemical and Biological Engineering,94389,Professor,ljb59,ljb59,Lowell Boston
10/10/1993,Mathematics,93053,Program Coordinator,ljb885,ljb885,Lisa Bull
2/15/1959,,57760,Drexel Central Coordinator,ljc76,ljc76,Linda Cunningham
8/13/1959,,68452,Financial Aid Officer,ljd96,ljd96,Lavelle Doyle
5/10/1976,Communication,107343,Professor,ljd966,ljd966,Luz Dodson
9/2/1970,Biology,54378,Administrative Coordinator,lje32,lje32,Luis Egan
6/16/1967,,27577,Public Safety Officer,ljf963,ljf963,Louis Froneberger
7/8/1969,Psychological and Brain Sciences,69832,Accountant,ljg303,ljg303,Lucille Gibson
10/10/1992,Psychological and Brain Sciences,83714,Senior Advisor,ljh72,ljh72,Lawrence Hamlin
4/9/1992,Physics,101425,Professor,ljk11,ljk11,Larry Keiser
7/11/1978,Biology,98539,Professor,ljl19,ljl19,Laurie Lenz
8/22/1987,History,84716,Professor,ljp695,ljp695,Lisa Patusky
12/22/1956,History,99330,Professor,ljr27,ljr27,Luz Rodriquez
3/5/1953,Sociology,46868,Receptionist/Scheduler,ljt40,ljt40,Lawrence Taylor
1/4/1969,Psychological and Brain Sciences,57478,Systems Analyst,ljw73,ljw73,Lonnie Walker
4/15/1990,Chemical and Biological Engineering,82687,Professor,lk194,lk194,Linda Kim
4/12/1968,Chemistry,96907,Professor,lk201,lk201,Leila Karlsen
5/1/1967,Physics,106583,Professor,lk358,lk358,Leslie Kramer
7/24/1988,Biology,104947,Senior Advisor,lkc77,lkc77,Linda Clark
10/19/1956,Engineering Leadership and Society,89693,Professor,lkd16,lkd16,Lawrence Duke
12/15/1992,Sociology,181161,Research Director,lkl82,lkl82,Linda Lindsay
4/14/1990,Communication,96374,Finance Coordinator,lkp24,lkp24,Larry Patterson
2/7/1992,Materials Science and Engineering,91832,Professor,ll448,ll448,Laurel Lichty
12/2/1991,Criminology & Justice Studies,104531,Professor,ll719,ll719,Longjian Liu
7/2/1970,Chemical and Biological Engineering,107808,Adjunct Instructor,lld45,lld45,Linda Davis
4/17/1967,Criminology & Justice Studies,82317,Professor,lle77,lle77,Larry Epstein
5/17/1951,Engineering Leadership and Society,97966,Professor,llg53,llg53,Lorenzo Greathouse
5/19/1954,Criminology & Justice Studies,85622,Professor,llg98,llg98,Lynne Grief
12/2/1989,Electrical and Computer Engineering,84138,Professor,llh51,llh51,Lisa Hayes
