date_of_birth,living_address,is_communter,email,student_program_type,phone,home_address,majors,minors,annual_financial_aid_award,outstanding_balances,drexel_id,drexel_id,drexel_id,drexel_id,full_name
9/17/2004,3600 Pennsylvania Avenue,0,jdd39@drexel.edu,Graduate,280-256-7553,3600 Pennsylvania Avenue,Doctor of Philosophy in Biochemistry of Health & Disease,Minor in Environmental Engineering,20000.0,42.38,jdd39,jdd39,jdd39,jdd39,John David Dahl
7/20/2004,"""3200 Race Street Philadelphia",0,jdd661@drexel.edu,Undergraduate,211-712-2735,"""3200 Race Street Philadelphia",Bachelor of Arts in Sociology,,18600.0,0.0,jdd661,jdd661,jdd661,jdd661,James Dave Dicarlo
2/18/2001,3959 Fairlands Drive,0,jdd74@drexel.edu,Undergraduate,339-610-8217,3959 Fairlands Drive,Bachelor of Science in Geoscience,,16200.0,20.97,jdd74,jdd74,jdd74,jdd74,Joel Daniel Demarais
1/4/2002,"""3400 Lancaster Avenue Philadelphia",0,jdd82@drexel.edu,Undergraduate,797-778-7913,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Product Design,Minor in Chemical Engineering,18600.0,51.68,jdd82,jdd82,jdd82,jdd82,Johnny David Durnin
7/5/2003,612 E Street,0,jdd981@drexel.edu,Undergraduate,401-366-2017,612 E Street,Bachelor of Science in Business Administration in Esport Business,,18600.0,82.46,jdd981,jdd981,jdd981,jdd981,Jason Drew Dempsey
12/23/2003,619 Colusa Avenue,0,jde19@drexel.edu,Graduate,591-310-4170,619 Colusa Avenue,Master of Science in Interior Architecture,,18600.0,87.06,jde19,jde19,jde19,jde19,Joshua Dewey Evans
3/6/2002,3600 Pennsylvania Avenue,0,jde31@drexel.edu,Graduate,753-834-4111,3600 Pennsylvania Avenue,Master of Laboratory Animal Science in Laboratory Animal Science,,18600.0,89.16,jde31,jde31,jde31,jde31,Jorge Dana Emberton
8/19/2001,"""101 N 34th Street Philadelphia",0,jde73@drexel.edu,Undergraduate,866-142-1444,"""101 N 34th Street Philadelphia",Bachelor of Science in Economics and Public Health,Minor in Architectural Engineering,18600.0,42.01,jde73,jde73,jde73,jde73,Juanita Daphne Eggleston
4/7/2002,25800 Industrial Boulevard,0,jdf38@drexel.edu,Undergraduate,785-590-5903,25800 Industrial Boulevard,Bachelor of Science in Interior Design,,16200.0,32.87,jdf38,jdf38,jdf38,jdf38,Joshua Daniel Finley
11/4/2004,Is Affiliated Housing,0,jdf41@drexel.edu,Undergraduate,758-821-8715,Is Affiliated Housing,Bachelor of Science in Digital Media and Virtual Production,,20000.0,0.0,jdf41,jdf41,jdf41,jdf41,James David Friley
6/12/2003,"""101 N 34th Street Philadelphia",0,jdg11@drexel.edu,Undergraduate,472-704-3229,"""101 N 34th Street Philadelphia",Bachelor of Science in Business Administration in Technology Innovation Management (co-major),Minor in Somatics,16200.0,0.0,jdg11,jdg11,jdg11,jdg11,Jason David Glenn
5/10/2002,2086 Hillside Drive,0,jdg13@drexel.edu,Undergraduate,699-314-1411,2086 Hillside Drive,Bachelor of Science in Data Science in Data Science,,16200.0,0.0,jdg13,jdg13,jdg13,jdg13,John Daniel Gibbons
12/23/2000,1736 81st Avenue,0,jdg28@drexel.edu,Undergraduate,880-450-3323,1736 81st Avenue,Bachelor of Science in Dance - Part-time Professional,,18600.0,87.14,jdg28,jdg28,jdg28,jdg28,Jose Deon Green
2/5/2002,"""115 N. 32nd Street Philadelphia",0,jdg52@drexel.edu,Undergraduate,310-940-3762,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Economics and Business,Minor in Finance,18600.0,0.0,jdg52,jdg52,jdg52,jdg52,Joe Danny Gallagher
1/11/2003,918 Cheryl Ann Circle,0,jdg94@drexel.edu,Graduate,316-869-5986,918 Cheryl Ann Circle,Doctor of Philosophy in Education,Minor in Electrical Engineering,20000.0,0.0,jdg94,jdg94,jdg94,jdg94,John Daniel Goodman
9/12/2001,"""325 N. 15th Street Philadelphia",0,jdh32@drexel.edu,Undergraduate,644-526-5655,"""325 N. 15th Street Philadelphia",Bachelor of Science in Psychology,,20000.0,0.0,jdh32,jdh32,jdh32,jdh32,Jimmy Daniel Humphrey
7/21/2004,970 Old Oak Road,0,jdh39@drexel.edu,Graduate,389-395-1386,970 Old Oak Road,Master of Science in Applied Behavior Analysis and Special Education,Minor in Theatre,18600.0,0.0,jdh39,jdh39,jdh39,jdh39,John Dewayne Herreras
9/15/2003,942 Lewis Road,0,jdh64@drexel.edu,Undergraduate,321-358-5400,942 Lewis Road,Bachelor of Science in Graphic Design,Minor in Computing Technology,16200.0,0.0,jdh64,jdh64,jdh64,jdh64,Juanita Dorothy Howland
7/6/1999,512 Tennyson Road,0,jdh66@drexel.edu,Undergraduate,881-174-1166,512 Tennyson Road,Bachelor of Science in Business Administration in Real Estate Management and Development,,20000.0,0.0,jdh66,jdh66,jdh66,jdh66,Joshua David Hanna
10/22/2004,1061 Sumatra Street,0,jdh72@drexel.edu,Graduate,265-542-8295,1061 Sumatra Street,Doctor of Philosophy in Computer Science,,16200.0,0.0,jdh72,jdh72,jdh72,jdh72,Jerry Donald Henke
11/26/1999,20930 Todd Valley Road,0,jdh83@drexel.edu,Undergraduate,396-717-4982,20930 Todd Valley Road,Bachelor of Science in Chemistry,,20000.0,25.58,jdh83,jdh83,jdh83,jdh83,Jeanne Dorothy Hutton
11/28/2000,1679 Frederick Michael Way,0,jdh95@drexel.edu,Undergraduate,908-194-8337,1679 Frederick Michael Way,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,,16200.0,0.0,jdh95,jdh95,jdh95,jdh95,John David Hauser
7/19/2004,618 Staley Avenue,0,jdh99@drexel.edu,Undergraduate,970-245-8375,618 Staley Avenue,Bachelor of Science in Computer Engineering in Computer Engineering,,18600.0,0.0,jdh99,jdh99,jdh99,jdh99,Jean David Hader
3/2/2003,1753 Carswell Court,0,jdj53@drexel.edu,Graduate,241-700-5893,1753 Carswell Court,Master of Science in Creativity and Innovation,Minor in Real Estate Management and Development,20000.0,85.19,jdj53,jdj53,jdj53,jdj53,Jeannette Dorothy Jacobs
7/24/2003,"""3400 Lancaster Avenue Philadelphia",0,jdj72@drexel.edu,Undergraduate,966-688-7492,"""3400 Lancaster Avenue Philadelphia","Bachelor of Science in Behavioral Economics, Business and Organizations",,18600.0,0.0,jdj72,jdj72,jdj72,jdj72,Jeannette Debra Janis
3/5/2004,"""325 N. 15th Street Philadelphia",0,jdj92@drexel.edu,Undergraduate,842-565-8793,"""325 N. 15th Street Philadelphia",Bachelor of Science in General Studies,,20000.0,1.89,jdj92,jdj92,jdj92,jdj92,Jacqueline Deborah Jackson
6/19/2003,6452 El Camino Real,0,jdk137@drexel.edu,Graduate,389-675-4134,6452 El Camino Real,"Master of Science in Biomedical Science (MS: School of Biomedical Engineering, Science and Health Systems)",,18600.0,0.0,jdk137,jdk137,jdk137,jdk137,Jackie Daniel Klima
1/19/2004,1004 Bellflower Street,0,jdk28@drexel.edu,Undergraduate,380-730-3906,1004 Bellflower Street,Bachelor of Science in Art History,,16200.0,0.0,jdk28,jdk28,jdk28,jdk28,James Derrick Kelly
12/8/2003,826 Webster Street,0,jdk56@drexel.edu,Graduate,228-827-2290,826 Webster Street,Master of Science in Information in Human-Computer Interaction and User Experience,,18600.0,69.18,jdk56,jdk56,jdk56,jdk56,Jonathan Duane Kelley
7/14/2002,1736 81st Avenue,0,jdl15@drexel.edu,Undergraduate,940-827-3194,1736 81st Avenue,Bachelor of Arts in Law,,16200.0,0.0,jdl15,jdl15,jdl15,jdl15,Jan Daisy Lamb
12/28/2004,23501 Ida Lane,0,jdl30@drexel.edu,Undergraduate,348-267-2039,23501 Ida Lane,Bachelor of Science in Psychology,,16200.0,89.0,jdl30,jdl30,jdl30,jdl30,Jesus David Lee
6/13/2002,2807 Huxley Place,0,jdl726@drexel.edu,Undergraduate,270-486-9879,2807 Huxley Place,Bachelor of Arts in Global Studies,,20000.0,0.0,jdl726,jdl726,jdl726,jdl726,John Dale Liptak
5/25/1999,1452 55th Avenue,0,jdl82@drexel.edu,Undergraduate,395-843-4678,1452 55th Avenue,Bachelor of Science in Psychology,,18600.0,0.0,jdl82,jdl82,jdl82,jdl82,Joe Daniel Losacco
1/19/2000,1219 Carleton Street,0,jdm11@drexel.edu,Graduate,348-736-2124,1219 Carleton Street,Master of Science in Business Analytics in Business Analytics,,20000.0,0.0,jdm11,jdm11,jdm11,jdm11,Jannet Debbie Mulholland
1/11/1999,51035 Conifer Drive,0,jdm16@drexel.edu,Undergraduate,205-996-6386,51035 Conifer Drive,Bachelor of Science in Chemical Engineering in Chemical Engineering,,16200.0,66.62,jdm16,jdm16,jdm16,jdm16,Justina Deborah Mccall
9/27/2004,18687 County Road 97,0,jdm28@drexel.edu,Undergraduate,326-460-2286,18687 County Road 97,Bachelor of Arts in Computer Science in Computer Science,,16200.0,43.26,jdm28,jdm28,jdm28,jdm28,Joseph Doyle Marshall
2/28/2001,"""115 N. 32nd Street Philadelphia",0,jdm40@drexel.edu,Undergraduate,810-486-4721,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Business Administration in Organizational Management (co-major),,20000.0,0.0,jdm40,jdm40,jdm40,jdm40,Jonathan Donald Mcrae
8/19/2002,12283 Thomas Lane,0,jdm49@drexel.edu,Graduate,670-798-9133,12283 Thomas Lane,Master of Science in Accounting in Accounting,,18600.0,21.3,jdm49,jdm49,jdm49,jdm49,Joan Dorothy Murray
7/7/2004,281 MacArthur Boulevard,0,jdm54@drexel.edu,Undergraduate,348-213-6774,281 MacArthur Boulevard,Bachelor of Science in Health Sciences,,16200.0,92.62,jdm54,jdm54,jdm54,jdm54,John Donald Mercer
3/24/2001,222 Quince Street,0,jdm603@drexel.edu,Undergraduate,874-493-4232,222 Quince Street,Bachelor of Science in Business Administration in Marketing,,18600.0,0.0,jdm603,jdm603,jdm603,jdm603,Jessica Dora Martin
11/13/1999,310 12th Avenue,0,jdm61@drexel.edu,Undergraduate,556-881-4523,310 12th Avenue,Bachelor of Science in Dance,,20000.0,21.24,jdm61,jdm61,jdm61,jdm61,Janelle Diana Moffett
1/18/2003,"""3300 Race Street Philadelphia",0,jdm676@drexel.edu,Undergraduate,808-339-2405,"""3300 Race Street Philadelphia",Bachelor of Arts in Global Public Health,,16200.0,0.0,jdm676,jdm676,jdm676,jdm676,Jeffrey Douglas Michel
2/25/2002,Is Affiliated Housing,0,jdm722@drexel.edu,Undergraduate,624-715-8582,Is Affiliated Housing,Bachelor of Science in Business Administration in Business Analytics (co-major),,18600.0,52.82,jdm722,jdm722,jdm722,jdm722,James David Martin
9/9/1999,942 Lewis Road,0,jdm76@drexel.edu,Undergraduate,629-126-4881,942 Lewis Road,Bachelor of Science in Animation & Visual Effects,,16200.0,0.0,jdm76,jdm76,jdm76,jdm76,Jaime Diane Mounts
3/25/2003,465 Humboldt Way,0,jdm80@drexel.edu,Graduate,552-363-2852,465 Humboldt Way,Master of Science in Sport Business,,16200.0,0.0,jdm80,jdm80,jdm80,jdm80,John Dennis Muhlbauer
12/25/2003,1397 Tallac Lane,0,jdm84@drexel.edu,Graduate,790-601-6015,1397 Tallac Lane,Doctor of Philosophy in Health Services Research and Policy,"Minor in Science, Technology and Society",20000.0,0.0,jdm84,jdm84,jdm84,jdm84,Josette Doris Milla
4/14/2003,3215 Madsen Street,0,jdm89@drexel.edu,Graduate,232-298-7121,3215 Madsen Street,Master of Science in Mechanical Engineering and Mechanics,,20000.0,0.0,jdm89,jdm89,jdm89,jdm89,James Donnell Merryman
8/9/2003,2337 Nebraska Avenue,0,jdn35@drexel.edu,Graduate,524-813-9729,2337 Nebraska Avenue,Master of Science in Systems Engineering,Minor in History of Capitalism,18600.0,0.0,jdn35,jdn35,jdn35,jdn35,Julianne Deborah Nelson
1/25/2000,1265 Xavier Avenue,0,jdn40@drexel.edu,Undergraduate,261-482-2216,1265 Xavier Avenue,Bachelor of Science in Business Administration in Marketing,,16200.0,0.0,jdn40,jdn40,jdn40,jdn40,Jerry Donald Nash
9/19/2002,"""3320 Powelton Avenue Philadelphia",0,jdn84@drexel.edu,Undergraduate,342-603-8401,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Dance - Part-time Professional,,18600.0,41.83,jdn84,jdn84,jdn84,jdn84,John Dennis Newton
7/12/2001,Is Affiliated Housing,0,jdo56@drexel.edu,Undergraduate,306-318-6970,Is Affiliated Housing,Bachelor of Arts in Communication,,16200.0,0.0,jdo56,jdo56,jdo56,jdo56,John Donald Ortiz
7/14/2003,136 Acacia Drive,0,jdo95@drexel.edu,Undergraduate,843-589-9664,136 Acacia Drive,Bachelor of Science in Game Design & Production,Minor in Politics,16200.0,0.0,jdo95,jdo95,jdo95,jdo95,James Dennis Overby
11/23/2003,20370 California 116,0,jdp30@drexel.edu,Graduate,244-376-3801,20370 California 116,Master of Science in Mechanical Engineering and Mechanics,,16200.0,0.0,jdp30,jdp30,jdp30,jdp30,John Donald Pratt
6/15/2000,"""3175 John F Kennedy Boulevard Philadelphia",0,jdp58@drexel.edu,Undergraduate,511-809-5491,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Business Administration in Business Administration,,20000.0,0.0,jdp58,jdp58,jdp58,jdp58,John Daniel Page
5/28/2000,2747 68th Avenue,0,jdp775@drexel.edu,Undergraduate,921-326-5487,2747 68th Avenue,Bachelor of Science in Business Administration in Legal Studies,,20000.0,25.8,jdp775,jdp775,jdp775,jdp775,Jennifer Dana Prewitt
2/13/2001,649 Praderia Circle,0,jdp80@drexel.edu,Undergraduate,727-684-5568,649 Praderia Circle,Bachelor of Science in Sustainability and Innovation,Minor in Artificial Intelligence and Learning,16200.0,39.86,jdp80,jdp80,jdp80,jdp80,James Douglas Pitt
11/16/2002,"""325 N. 15th Street Philadelphia",0,jdq64@drexel.edu,Undergraduate,861-173-8530,"""325 N. 15th Street Philadelphia",Bachelor of Science in Exercise Science,Minor in Education,16200.0,0.0,jdq64,jdq64,jdq64,jdq64,Jon David Quintana
1/2/2004,1013 Balboa Avenue,0,jdr38@drexel.edu,Undergraduate,922-952-2139,1013 Balboa Avenue,Bachelor of Science in Business Administration in Business Analytics (co-major),,16200.0,0.0,jdr38,jdr38,jdr38,jdr38,James David Rose
9/4/2002,"""3320 Powelton Avenue Philadelphia",0,jdr41@drexel.edu,Undergraduate,377-955-2236,"""3320 Powelton Avenue Philadelphia",Bachelor of Arts in Global Public Health,,20000.0,0.0,jdr41,jdr41,jdr41,jdr41,Johnnie Dominick Royston
12/14/2004,"""115 N. 32nd Street Philadelphia",0,jdr93@drexel.edu,Undergraduate,630-239-9918,"""115 N. 32nd Street Philadelphia",Bachelor of Arts in Sociology,,18600.0,33.68,jdr93,jdr93,jdr93,jdr93,Jennifer Donna Rinderer
12/8/2004,"""223 N. 34th Street Philadelphia",0,jds103@drexel.edu,Undergraduate,630-774-9543,"""223 N. 34th Street Philadelphia",Bachelor of Science in Economics in Economics,Minor in Global Studies,16200.0,0.0,jds103,jds103,jds103,jds103,Jack Danny Shrum
4/13/2001,654 Laurette Place,0,jds24@drexel.edu,Graduate,976-153-6486,654 Laurette Place,Master of Science in Business Analytics in Business Analytics,,16200.0,71.18,jds24,jds24,jds24,jds24,John Daren Santos
12/13/2002,158 Euclid Avenue,0,jds38@drexel.edu,Graduate,819-584-3614,158 Euclid Avenue,Doctor of Health Science in Health Sciences,,16200.0,87.11,jds38,jds38,jds38,jds38,Jenna Debi Stewart
6/6/2003,"""223 N. 34th Street Philadelphia",0,jds446@drexel.edu,Undergraduate,541-489-2259,"""223 N. 34th Street Philadelphia",Bachelor of Science in Environmental Engineering in Environmental Engineering,Minor in War and Society,18600.0,0.0,jds446,jds446,jds446,jds446,John Daniel Skinner
5/27/2003,1772 150th Avenue,0,jds524@drexel.edu,Graduate,331-676-7780,1772 150th Avenue,Master of Science in Creativity and Innovation,,16200.0,90.12,jds524,jds524,jds524,jds524,Jason Don Shan
10/20/2000,2747 68th Avenue,0,jds72@drexel.edu,Graduate,418-827-2833,2747 68th Avenue,Master of Science in Television & Media Management,,16200.0,17.74,jds72,jds72,jds72,jds72,Jonathan Doug Sellars
12/4/2002,800 California 116,0,jds79@drexel.edu,Undergraduate,777-398-2639,800 California 116,Bachelor of Science in Data Science in Data Science,,18600.0,36.41,jds79,jds79,jds79,jds79,Jose Daniel Stolz
8/23/2003,29104 Quartz Lane,0,jds864@drexel.edu,Graduate,979-259-7712,29104 Quartz Lane,Doctor of Philosophy in Mechanical Engineering and Mechanics,,16200.0,10.15,jds864,jds864,jds864,jds864,Joseph David Sorenson
4/10/2001,1358 Scenic Avenue,0,jds87@drexel.edu,Graduate,374-531-7570,1358 Scenic Avenue,Master of Science in Entrepreneurship and Innovation,,20000.0,0.0,jds87,jds87,jds87,jds87,James Donald Spencer
8/5/2002,201 Juniper Springs Drive,0,jds88@drexel.edu,Undergraduate,894-574-4427,201 Juniper Springs Drive,Bachelor of Science in Hospitality Management in Hospitality Management,,20000.0,18.46,jds88,jds88,jds88,jds88,Joel Donald Shulte
12/14/2000,11150 Sun Valley Drive,0,jds93@drexel.edu,Graduate,408-181-9096,11150 Sun Valley Drive,"Master of Science in Biomedical Engineering (MS: School of Biomedical Engineering, Science and Health Systems)",Minor in Epidemiology,16200.0,0.0,jds93,jds93,jds93,jds93,Jennifer Deborah Sheppard
10/23/2004,918 Cheryl Ann Circle,0,jdt54@drexel.edu,Undergraduate,727-289-8402,918 Cheryl Ann Circle,Bachelor of Science in Product Design,,20000.0,0.0,jdt54,jdt54,jdt54,jdt54,Juan Donald Talerico
7/22/2000,682 Brighton Way,0,jdv17@drexel.edu,Undergraduate,723-816-7245,682 Brighton Way,Bachelor of Science in Chemistry,,18600.0,0.0,jdv17,jdv17,jdv17,jdv17,Jessica Doris Vasquez
7/24/2003,10841 Sutter Circle,0,jdv58@drexel.edu,Undergraduate,593-376-8120,10841 Sutter Circle,Bachelor of Science in Business Administration(BSBA) in International Business,,18600.0,0.0,jdv58,jdv58,jdv58,jdv58,Jerry Daniel Vanderpool
6/16/2004,"""3320 Powelton Avenue Philadelphia",0,jdv712@drexel.edu,Undergraduate,426-704-8925,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Engineering in Engineering,,20000.0,3.0,jdv712,jdv712,jdv712,jdv712,Jose Douglas Veer
9/15/2002,1987 Boxer Court,0,jdv78@drexel.edu,Graduate,768-184-3763,1987 Boxer Court,Master of Arts in Music Therapy and Counseling,,16200.0,86.2,jdv78,jdv78,jdv78,jdv78,James Derrick Varela
9/8/2004,424 Callan Avenue,0,jdw181@drexel.edu,Graduate,936-981-1645,424 Callan Avenue,Master of Science in Biomedicine and Entrepreneurship,Minor in Engineering Management,18600.0,38.54,jdw181,jdw181,jdw181,jdw181,Joseph Donald Whittington
3/24/2002,894 Windmill Park Lane,0,jdw26@drexel.edu,Graduate,436-584-3255,894 Windmill Park Lane,Master of Public Health in Epidemiology,,16200.0,0.0,jdw26,jdw26,jdw26,jdw26,John Danny Wilson
1/4/2002,"""325 N. 15th Street Philadelphia",0,jdw465@drexel.edu,Undergraduate,422-717-4206,"""325 N. 15th Street Philadelphia",Bachelor of Science in Environmental Engineering in Environmental Engineering,Minor in Information Systems,20000.0,67.91,jdw465,jdw465,jdw465,jdw465,John Donald Woods
10/6/2002,1528 Stafford Avenue,0,jdw475@drexel.edu,Graduate,720-714-6943,1528 Stafford Avenue,Doctor of Philosophy in Couple and Family Therapy,,18600.0,40.28,jdw475,jdw475,jdw475,jdw475,Justin Donald Weidler
7/14/1993,11522 Country Spring Court,0,jdw649@drexel.edu,Undergraduate,623-223-1360,11522 Country Spring Court,Bachelor of Science in Environmental Engineering in Environmental Engineering,,16200.0,25.09,jdw649,jdw649,jdw649,jdw649,James Dan Wagner
5/3/2003,"""223 N. 34th Street Philadelphia",0,jdy303@drexel.edu,Undergraduate,709-636-2132,"""223 N. 34th Street Philadelphia",Bachelor of Science in Economics and Public Health,Minor in Criminal Justice,20000.0,9.56,jdy303,jdy303,jdy303,jdy303,Janet Diane Young
6/2/1999,3538 Mendenhall Court,0,jdy53@drexel.edu,Undergraduate,452-742-7871,3538 Mendenhall Court,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in History of Capitalism,18600.0,28.67,jdy53,jdy53,jdy53,jdy53,Jayme Dianne Young
9/11/1997,"""3175 John F Kennedy Boulevard Philadelphia",0,jdz66@drexel.edu,Undergraduate,700-476-5141,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Arts in Economics in Economic Analysis,,16200.0,26.86,jdz66,jdz66,jdz66,jdz66,Jesse Domingo Zeiner
2/2/2001,"""3200 Race Street Philadelphia",0,jea54@drexel.edu,Undergraduate,512-726-4823,"""3200 Race Street Philadelphia",Bachelor of Science in Business Administration in General Business,Minor in Nutrition,18600.0,0.0,jea54,jea54,jea54,jea54,Jason Efrain Austin
2/2/2003,37122 Contra Costa Avenue,0,jeb57@drexel.edu,Undergraduate,847-625-6858,37122 Contra Costa Avenue,Bachelor of Science in Environmental Science,,20000.0,0.0,jeb57,jeb57,jeb57,jeb57,Jacqueline Elizabeth Blevins
11/4/2003,4444 Central Avenue,0,jeb86@drexel.edu,Undergraduate,472-458-4193,4444 Central Avenue,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in Dance,16200.0,0.0,jeb86,jeb86,jeb86,jeb86,Jesse Enoch Bystron
12/13/2002,5264 Shafter Avenue,0,jeb877@drexel.edu,Graduate,955-788-8914,5264 Shafter Avenue,Master of Science in Higher Education Leadership,,16200.0,0.0,jeb877,jeb877,jeb877,jeb877,John Edward Brown
4/12/2002,3215 Madsen Street,0,jec299@drexel.edu,Graduate,315-525-6276,3215 Madsen Street,Master of Science in Environmental and Occupational Health Sciences,,18600.0,74.88,jec299,jec299,jec299,jec299,Jaime Edith Cadwell
9/28/1999,Is Affiliated Housing,0,jec535@drexel.edu,Undergraduate,362-424-4629,Is Affiliated Housing,Bachelor of Science in Economics and Data Science,,18600.0,71.39,jec535,jec535,jec535,jec535,Jonathon Edwin Creekmore
1/28/1999,38252 Farwell Drive,0,jec72@drexel.edu,Undergraduate,246-874-2750,38252 Farwell Drive,Bachelor of Science in Computer Science in Computer Science,Minor in Criminal Justice,20000.0,0.0,jec72,jec72,jec72,jec72,John Eddie Cash
6/24/2001,42223 Edgewood Street,0,jec76@drexel.edu,Undergraduate,759-401-3340,42223 Edgewood Street,Bachelor of Science in Architectural Studies,,16200.0,0.0,jec76,jec76,jec76,jec76,Jacqueline Eleanor Cilley
9/5/2000,5938 Laguna Honda Street,0,jed16@drexel.edu,Undergraduate,449-886-2618,5938 Laguna Honda Street,Bachelor of Science in Computer Science in Computer Science,Minor in Mathematics,20000.0,0.0,jed16,jed16,jed16,jed16,Joan Elsie Douglas
3/26/2001,"""3175 John F Kennedy Boulevard Philadelphia",0,jed18@drexel.edu,Undergraduate,810-576-1203,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Business Administration in Management Information Systems,,20000.0,0.0,jed18,jed18,jed18,jed18,Josephine Eleanor Duff
5/27/2000,"""325 N. 15th Street Philadelphia",0,jed44@drexel.edu,Undergraduate,972-509-9095,"""325 N. 15th Street Philadelphia",Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Engineering Leadership,20000.0,0.0,jed44,jed44,jed44,jed44,Jewell Everett Daley
5/1/2002,3862 Almond Avenue,0,jed59@drexel.edu,Graduate,983-363-7770,3862 Almond Avenue,Doctor of Philosophy in Environmental Engineering,,16200.0,0.0,jed59,jed59,jed59,jed59,John Eugene Duncan
10/23/2004,22618 South Figueroa Street,0,jee73@drexel.edu,Graduate,418-359-5561,22618 South Figueroa Street,Master of Science in Special Education,Minor in Asian Studies,16200.0,92.62,jee73,jee73,jee73,jee73,Joan Elma Everitt
5/18/2000,1194 Cragmont Avenue,0,jee82@drexel.edu,Graduate,756-811-4947,1194 Cragmont Avenue,Doctor of Philosophy in Nursing,,18600.0,0.0,jee82,jee82,jee82,jee82,Juana Eula Eiche
12/4/2001,1515 Excelsior Avenue,0,jee98@drexel.edu,Graduate,654-515-5683,1515 Excelsior Avenue,Master of Science in Clinical Research Organization & Management,,16200.0,52.95,jee98,jee98,jee98,jee98,Josefina Elaine Eckert
11/10/2001,1528 Spruce Street,0,jef836@drexel.edu,Undergraduate,899-377-5026,1528 Spruce Street,Bachelor of Arts in Political Science,,18600.0,72.57,jef836,jef836,jef836,jef836,Jaime Emilie Folk
12/5/2000,"""3400 Lancaster Avenue Philadelphia",0,jeh16@drexel.edu,Undergraduate,886-496-4205,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Physics,Minor in User Experience and Interaction Design,18600.0,36.08,jeh16,jeh16,jeh16,jeh16,John Edward Humphrey
7/25/2002,18789 Crane Avenue,0,jeh82@drexel.edu,Undergraduate,772-138-5266,18789 Crane Avenue,Bachelor of Science in Economics and Business,,16200.0,0.0,jeh82,jeh82,jeh82,jeh82,Joel Eugene Hood
3/7/1999,565 Amber Isle,0,jeh85@drexel.edu,Undergraduate,766-626-7512,565 Amber Isle,Bachelor of Science in Environmental Science,,18600.0,0.0,jeh85,jeh85,jeh85,jeh85,Jean Elizabeth Hupper
1/5/1999,29104 Quartz Lane,0,jeh908@drexel.edu,Undergraduate,654-951-5541,29104 Quartz Lane,Bachelor of Science in Economics and Business,Minor in Sport Coaching Leadership,20000.0,0.0,jeh908,jeh908,jeh908,jeh908,Jeri Ethel Hammond
5/20/2001,8934 Arrowrock Trail,0,jeh92@drexel.edu,Graduate,278-638-4711,8934 Arrowrock Trail,Master of Health Science in Rehabilitation Sciences,,18600.0,0.0,jeh92,jeh92,jeh92,jeh92,Judy Evelyn Hernandez
1/8/2004,"""223 N. 34th Street Philadelphia",0,jeh965@drexel.edu,Undergraduate,987-800-7717,"""223 N. 34th Street Philadelphia",Bachelor of Science in Biological Sciences,,16200.0,0.0,jeh965,jeh965,jeh965,jeh965,Joyce Eva Harpole
9/25/2001,6925 Lariat Lane,0,jej63@drexel.edu,Undergraduate,462-159-4669,6925 Lariat Lane,"Bachelor of Arts in English, Writing Concentration",,20000.0,0.0,jej63,jej63,jej63,jej63,John Elvis Jackson
10/19/2000,61 Callahan Way,0,jej754@drexel.edu,Undergraduate,700-299-9428,61 Callahan Way,Bachelor of Science in Business Administration in International Business Co-Major,Minor in War and Society,18600.0,76.79,jej754,jej754,jej754,jej754,John Edwin Jones
12/25/2001,36360 Beech Place,0,jek19@drexel.edu,Graduate,772-917-3336,36360 Beech Place,Master of Science in Urban Strategy,,20000.0,99.58,jek19,jek19,jek19,jek19,Jane Esther Keane
6/4/2004,20930 Todd Valley Road,0,jek90@drexel.edu,Undergraduate,943-957-1704,20930 Todd Valley Road,Bachelor of Science in Animation & Visual Effects,,18600.0,0.0,jek90,jek90,jek90,jek90,John Eric Kershner
2/10/2000,"""325 N. 15th Street Philadelphia",0,jel11@drexel.edu,Undergraduate,742-797-8460,"""325 N. 15th Street Philadelphia",Bachelor of Science in Data Science in Data Science,,20000.0,0.0,jel11,jel11,jel11,jel11,Judith Elvia Leray
7/15/2004,1528 Stafford Avenue,0,jel22@drexel.edu,Graduate,933-637-9142,1528 Stafford Avenue,Master of Science in Sport Coaching Leadership,Minor in Data Science,18600.0,0.0,jel22,jel22,jel22,jel22,James Edward Locke
3/28/2002,40902 Ingersoll Terrace,0,jel47@drexel.edu,Graduate,734-654-6338,40902 Ingersoll Terrace,Master of Engineering in Engineering,,20000.0,0.0,jel47,jel47,jel47,jel47,Johnny Ernest Larrick
