Drexel ID,Last Name,First Name,Middle Name,Date of Birth,Chosen Name,Personal Pronouns,Email,Department,Gender,Marital Status,Ethnicity,Race,Living Address,Mailing Address,Phone Number,Role
bf415,Feldman,Ben,,8/9/1974,Ben,,bf415@drexel.edu,Mathematics,,Widow,Non Hispanic,Asian,1532 Milvia Street,1532 Milvia Street,606-470-3207,Professor
asn58,Nash,Adam,S,8/5/1981,Adam,,asn58@drexel.edu,Engineering Leadership and Society,,Single,Non Hispanic,Other,1352 Purdue Street,1352 Purdue Street,352-720-4181,Professor
hhh99,Hickmott,Herbie,H,2/6/1993,Herbie,,hhh99@drexel.edu,Electrical and Computer Engineering,,Married,Hispanic or Latino,Asian,826 Webster Street,6630 MacArthur Boulevard,602-323-7014,Professor
mw426,Watanabe,Marisa,,5/11/1981,Marisa,,mw426@drexel.edu,History,,Seperated,Non Hispanic,African American/Black,24647 Patricia Court,24647 Patricia Court,240-969-3602,Professor
hmo69,Olin,Hannah,M,5/5/1984,Hannah,,hmo69@drexel.edu,Politics,,Single,Non Hispanic,Asian,4981 Shirley Way,4981 Shirley Way,944-660-3290,Professor
dad96,Davis,Darian,A,10/23/1989,Darian,,dad96@drexel.edu,Engineering Leadership and Society,,Divorced,Non Hispanic,Native,1732 27th Avenue,2750 Gilmore Lane,284-616-5989,Professor
shm82,McElroy,Sara,H,6/25/1984,Sara,,shm82@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,White,7800 River Mist Avenue,7800 River Mist Avenue,936-925-3904,Professor
ayb47,Bonner,Alexandra,Y,11/11/1986,Alexandra,,ayb47@drexel.edu,Physics,,Married,Hispanic or Latino,Other,1797 Pasatiempo Drive,968 Virginia Avenue,239-613-2019,Professor
mal14,Luzi,Marcello,A,9/5/1968,Marcello,,mal14@drexel.edu,Chemical and Biological Engineering,,Seperated,Non Hispanic,White,10826 Pointe Royal Drive,10826 Pointe Royal Drive,391-562-8933,Professor
jkp17,Pritzker,Jennie,K,6/1/1955,Jennie,,jkp17@drexel.edu,Mathematics,,Married,Hispanic or Latino,Native,25793 Durrwood Court,25793 Durrwood Court,675-535-6347,Professor
kel11,Linton,Kendra,E,11/22/1979,Kendra,,kel11@drexel.edu,Chemistry,,Divorced,Non Hispanic,African American/Black,10881 Northforde Drive,125 John Street,325-505-2827,Professor
em134,Milroy,Elizabeth,,2/24/1989,Elizabeth,,em134@drexel.edu,Sociology,,Widow,Non Hispanic,Other,9036 Calico Court,9036 Calico Court,334-490-9827,Professor
caj55,Johnson,Charles,A,5/19/1959,Charles,,caj55@drexel.edu,Mathematics,,Widow,Non Hispanic,Native,1725 Oxford Street,31770 Alvarado Boulevard,867-440-9998,Professor
sma13,Abruzzo,Stephanie,M,5/26/1991,Stephanie,,sma13@drexel.edu,Materials Science and Engineering,,Single,Non Hispanic,Other,430 Fig Street,430 Fig Street,906-933-7332,Professor
row40,Weitzner,Robert,O,3/17/1994,Robert,,row40@drexel.edu,Chemistry,,Seperated,Non Hispanic,White,6716 South Mariposa Lane,6716 South Mariposa Lane,503-727-5600,Professor
bbr46,Runyan,Ben,B,2/26/1956,Ben,,bbr46@drexel.edu,Electrical and Computer Engineering,,Seperated,Non Hispanic,White,4738 Mallard Common,4738 Mallard Common,705-643-5097,Professor
cjs619,Segaller,Coco,J,1/8/1975,Coco,,cjs619@drexel.edu,"Biodiversity, Earth & Environmental Science",,Married,Non Hispanic,African American/Black,942 Lewis Road,942 Lewis Road,681-735-8809,Professor
kvf25,Fowlkes,Karl,V,2/15/1984,Karl,,kvf25@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,Asian,560 Penstock Drive,1821 Catalpa Way,544-900-8690,Professor
ema42,Alexiou-Reo,Evangelia,M,9/13/1963,Evangelia,,ema42@drexel.edu,Chemical and Biological Engineering,,Single,Non Hispanic,Asian,732 Kevin Court,915 Sacramento Street,759-977-8833,Professor
nla61,Addis,Noah,L,2/9/1959,Noah,,nla61@drexel.edu,Global Studies and Modern Languages,,Married,Non Hispanic,Other,1761 Thousand Oaks Boulevard,1761 Thousand Oaks Boulevard,599-448-7783,Professor
grm52,McCardle,George,R,8/6/1989,George,,grm52@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,African American/Black,201 Juniper Springs Drive,1452 55th Avenue,300-539-7908,Professor
hhj93,Jang,Haru,H,6/4/1967,Haru,,hhj93@drexel.edu,Physics,,Married,Hispanic or Latino,White,3827 West Chapman Avenue,1532 Milvia Street,898-411-6316,Professor
mro727,Ottenstein,Maia,R,11/6/1985,Maia,,mro727@drexel.edu,Biology,,Seperated,Hispanic or Latino,Other,49548 Road 200,5396 North Reese Avenue,615-136-7367,Professor
jmf74,Frost,Jemma,M,8/13/1978,Jemma,,jmf74@drexel.edu,Mathematics,,Divorced,Non Hispanic,Other,7144 Marlborough Terrace,7144 Marlborough Terrace,597-188-2007,Professor
pfe23,Egan,Peter,F,7/18/1974,Peter,,pfe23@drexel.edu,Politics,,Married,Non Hispanic,Asian,37608 2nd Street,37608 2nd Street,256-789-2010,Professor
anl32,Levy,Arthur,N,7/22/1969,Arthur,,anl32@drexel.edu,Mathematics,,Widow,Hispanic or Latino,White,439 Crestmont Drive,439 Crestmont Drive,685-468-9369,Professor
sgb142,Bronte,Stacy,G,6/12/1993,Stacy,,sgb142@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Native,16303 Mateo Street,16303 Mateo Street,750-134-5894,Professor
bms93,Seabrooks,Bertram,M,2/7/1991,Bertram,,bms93@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,Native,565 Amber Isle,565 Amber Isle,828-285-8569,Professor
ta514,Anderson,Tamara,,8/9/1955,Tamara,,ta514@drexel.edu,Chemistry,,Divorced,Non Hispanic,Other,19 Heritage,19 Heritage,965-138-9601,Professor
jsd33,Doheny,Jessica,S,1/11/1975,Jessica,,jsd33@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,White,2515 60th Avenue,2515 60th Avenue,446-340-1540,Professor
cc195,Campbell,Carlo,,8/28/1984,Carlo,,cc195@drexel.edu,Mechanical Engineering and Mechanics,,Seperated,Non Hispanic,Native,2086 Hillside Drive,2086 Hillside Drive,851-744-7522,Professor
wjd76,DeShields,Walter,J,4/1/1991,Walter,,wjd76@drexel.edu,Biology,,Married,Non Hispanic,African American/Black,954 Dowler Drive,954 Dowler Drive,441-825-3504,Professor
mdg20,Gold,Madelaine,D,6/19/1977,Madelaine,,mdg20@drexel.edu,Mathematics,,Divorced,Non Hispanic,African American/Black,1061 Sumatra Street,1061 Sumatra Street,477-778-3812,Professor
nk295,Kuenzi,Natalie,,2/8/1961,Natalie,,nk295@drexel.edu,Global Studies and Modern Languages,,Divorced,Non Hispanic,Native,2641 Heather Lane,915 Sacramento Street,372-822-8831,Professor
hgp907,Pearson,Haigen,G,2/1/1991,Haigen,,hgp907@drexel.edu,Sociology,,Seperated,Non Hispanic,Native,619 Colusa Avenue,47634 Kato Road,429-792-8956,Professor
bjw459,Wallace,Brandon,J,6/15/1967,Brandon,,bjw459@drexel.edu,History,,Divorced,Non Hispanic,Other,1797 Pasatiempo Drive,328 17th Street,498-210-2616,Professor
kmk99,Knoeringer,Katie,M,11/8/1962,Katie,,kmk99@drexel.edu,Sociology,,Divorced,Non Hispanic,Asian,5396 North Reese Avenue,1954 Wilson Court,733-430-6439,Professor
bks52,Smolen,Barbara,K,1/22/1989,Barbara,,bks52@drexel.edu,Mechanical Engineering and Mechanics,,Married,Hispanic or Latino,Other,4500 Margalo Avenue,4500 Margalo Avenue,934-560-7738,Professor
rmg32,George,Rami,M,1/18/1952,Rami,,rmg32@drexel.edu,"Biodiversity, Earth & Environmental Science",,Seperated,Hispanic or Latino,Other,461 Alder Street,461 Alder Street,332-395-7278,Professor
esr39,Ruiz,Emmanuela,S,9/20/1964,Emmanuela,,esr39@drexel.edu,Psychological and Brain Sciences,,Divorced,Non Hispanic,White,33655 5th Street,33655 5th Street,302-268-6102,Professor
smw794,White,Susan,M,8/24/1953,Susan,,smw794@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,White,6145 East Castro Valley Boulevard,6145 East Castro Valley Boulevard,498-825-1677,Professor
tkh53,Holliday,Timothy,K,4/26/1975,Timothy,,tkh53@drexel.edu,English & Philosophy,,Single,Hispanic or Latino,White,10400 Royal Oak Road,10400 Royal Oak Road,364-839-1345,Professor
ek211,Kina,Elvisa,,12/16/1995,Elvisa,,ek211@drexel.edu,Mathematics,,Widow,Hispanic or Latino,Native,649 Praderia Circle,649 Praderia Circle,382-234-1592,Professor
djf26,Flynn,David,J,2/14/1990,David,,djf26@drexel.edu,History,,Widow,Hispanic or Latino,White,5396 North Reese Avenue,5396 North Reese Avenue,377-490-1324,Professor
ar512,Ravi,Anjani,,6/5/1975,Anjani,,ar512@drexel.edu,Psychological and Brain Sciences,,Divorced,Non Hispanic,Other,461 Alder Street,5715 Saint Matthew Drive,905-677-9200,Professor
zng83,Goldbaum,Zach,N,8/13/1980,Zach,,zng83@drexel.edu,Materials Science and Engineering,,Single,Non Hispanic,Native,1238 Roanwood Way,1238 Roanwood Way,601-656-3805,Professor
skg66,Geagan,Sophie,K,8/13/1976,Sophie,,skg66@drexel.edu,Sociology,,Married,Hispanic or Latino,African American/Black,152 Teddy Drive,16303 Mateo Street,512-842-8822,Professor
sbp50,Patel,Shruti,B,9/2/1984,Shruti,,sbp50@drexel.edu,Chemical and Biological Engineering,,Widow,Hispanic or Latino,Other,1011 Devon Drive,1011 Devon Drive,293-911-2107,Professor
ssa36,Amer,Sara,S,1/20/1973,Sara,,ssa36@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Native,514 Flower Lane,2750 Gilmore Lane,491-652-8094,Professor
aa365,Ayala,Alexis,,10/2/1975,Alexis,,aa365@drexel.edu,Psychological and Brain Sciences,,Married,Hispanic or Latino,White,915 Sacramento Street,915 Sacramento Street,351-927-7969,Professor
bsf361,Featherstone,Bryan,S,8/7/1981,Bryan,,bsf361@drexel.edu,Criminology & Justice Studies,,Widow,Non Hispanic,White,22709 Canyon Terrace Drive,22709 Canyon Terrace Drive,571-849-7837,Professor
baa94,Antalosky,Brook,A,5/19/1995,Brook,,baa94@drexel.edu,Engineering Leadership and Society,,Married,Non Hispanic,Other,3318 East Woodbine Road,3318 East Woodbine Road,398-159-4796,Professor
kaf14,Fiocca,Katherine,A,12/21/1994,Katherine,,kaf14@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,Asian,1528 Spruce Street,1528 Spruce Street,552-607-6433,Professor
dvm16,Mitchell,Dana,V,1/19/1952,Dana,,dvm16@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,Asian,1532 Milvia Street,1532 Milvia Street,390-733-7560,Professor
nbp36,Patel,Nidhi,B,1/2/1966,Nidhi,,nbp36@drexel.edu,Psychological and Brain Sciences,,Widow,Hispanic or Latino,Other,3415 Brookdale Drive,3415 Brookdale Drive,367-435-4505,Professor
aon30,Nasir,Assal,O,11/15/1964,Assal,,aon30@drexel.edu,History,,Seperated,Non Hispanic,Other,954 Dowler Drive,954 Dowler Drive,313-415-8792,Professor
ss921,Sekar,Shivashree,,8/15/1962,Shivashree,,ss921@drexel.edu,Criminology & Justice Studies,,Single,Non Hispanic,Other,2400 Easy Street,2400 Easy Street,450-500-7927,Professor
sdt98,Thompson,Summer,D,11/26/1986,Summer,,sdt98@drexel.edu,Communication,,Single,Non Hispanic,Native,10202 Vista Drive,2531 Prestwick Avenue,731-840-2365,Professor
icn33,Nichols,Ian,C,4/9/1990,Ian,,icn33@drexel.edu,English & Philosophy,,Seperated,Non Hispanic,Native,1222 Arcade Boulevard,1222 Arcade Boulevard,873-879-5621,Professor
sab72,Baldwin,Sam,A,8/24/1985,Sam,,sab72@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,African American/Black,701 Mussel Slough Road,701 Mussel Slough Road,845-342-6251,Professor
kgs73,Siegert,Karl,G,1/14/1959,Karl,,kgs73@drexel.edu,Engineering Leadership and Society,,Widow,Hispanic or Latino,Native,4300 Soquel Drive,4300 Soquel Drive,360-834-3298,Professor
jja73,Alexander-Floyd,Jasmine,J,2/24/1959,Jasmine,,jja73@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,African American/Black,5725 Medallion Court,5725 Medallion Court,447-142-9855,Professor
kmc16,Cherneskie,Kylie,M,6/20/1984,Kylie,,kmc16@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,Native,4439 Gale Street,3215 Madsen Street,876-801-8690,Professor
rmk41,Kennedy,Rachel,M,1/12/1988,Rachel,,rmk41@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,Asian,732 Kevin Court,2335 Orchard View Lane,527-811-3558,Professor
kas73,Swanson,Kathryn,A,8/4/1984,Kathryn,,kas73@drexel.edu,Communication,,Single,Non Hispanic,African American/Black,5805 Armada Drive,5805 Armada Drive,521-320-3369,Professor
gs145,Schwenk,Greg,,2/20/1994,Greg,,gs145@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Hispanic or Latino,White,43626 Bryant Street,14347 Corvallis Street,911-679-7368,Professor
jtf29,Falkowski,Jake,T,5/2/1966,Jake,,jtf29@drexel.edu,Physics,,Single,Non Hispanic,Other,3377 Sandstone Court,2511 Hearst Avenue,629-937-1242,Professor
amr29,Rhoads,Alexa,M,6/7/1953,Alexa,,amr29@drexel.edu,Physics,,Widow,Hispanic or Latino,White,856 Milton Street,856 Milton Street,554-768-9205,Professor
pwd11,Deroo,Paul,W,5/19/1991,Paul,,pwd11@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Native,1194 Cragmont Avenue,2 Sotelo Avenue,828-862-3683,Professor
zc904,Cao,Zeyu,,2/7/1951,Zeyu,,zc904@drexel.edu,Engineering Leadership and Society,,Widow,Non Hispanic,Other,4255 Tanager Common,36360 Beech Place,656-258-6169,Professor
nso384,O'Neill,Nichole,S,4/27/1979,Nichole,,nso384@drexel.edu,Materials Science and Engineering,,Seperated,Hispanic or Latino,White,310 12th Avenue,31353 Santa Elena Way,947-962-9271,Professor
jkw493,Wilson,Jerica,K,1/14/1982,Jerica,,jkw493@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,Other,2732 Humboldt Avenue,2732 Humboldt Avenue,231-956-7818,Professor
tjc195,Caggiano,Thomas,J,8/16/1972,Thomas,,tjc195@drexel.edu,Chemistry,,Married,Non Hispanic,Native,314 Mesa Street,314 Mesa Street,355-423-3663,Professor
dsm70,Martinez,Dionicio,S,3/24/1982,Dionicio,,dsm70@drexel.edu,Politics,,Married,Non Hispanic,Asian,7435 East Tulare Avenue,7435 East Tulare Avenue,531-432-5673,Professor
qw238,Wang,Qi,,10/9/1982,Qi,,qw238@drexel.edu,Chemistry,,Divorced,Hispanic or Latino,Native,6716 South Mariposa Lane,12156 Oslo Drive,984-228-2319,Professor
js343,Sherlock,Joan,,2/20/1972,Joan,,js343@drexel.edu,Engineering Leadership and Society,,Single,Hispanic or Latino,Native,840 Inglewood Drive,1820 Scenic Avenue,526-501-9521,Professor
mes67,Selverian,Melissa,E,12/12/1976,Melissa,,mes67@drexel.edu,Criminology & Justice Studies,,Single,Non Hispanic,African American/Black,800 California 116,800 California 116,423-126-9604,Professor
sm656,Mukherjee,Sreyashi,,2/22/1972,Sreyashi,,sm656@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Non Hispanic,White,11522 Country Spring Court,1234 Carmel Street,912-675-3387,Professor
bjh27,Hoekje,Barbara,J,8/4/1953,Barbara,,bjh27@drexel.edu,Mechanical Engineering and Mechanics,,Single,Non Hispanic,Native,32532 Jean Drive,32532 Jean Drive,824-449-7386,Professor
gsa14,Albright,Greg,S,10/18/1957,Greg,,gsa14@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,White,9036 Calico Court,9036 Calico Court,213-488-1164,Professor
dmg72,Greenwell,Danie,M,12/16/1964,Danie,,dmg72@drexel.edu,Physics,,Married,Hispanic or Latino,White,622 Thomas Street,622 Thomas Street,957-614-4302,Professor
drs17,Simon,Don,R,4/28/1981,Don,,drs17@drexel.edu,Sociology,,Seperated,Hispanic or Latino,White,2640 8th Avenue,2640 8th Avenue,536-598-3200,Professor
hc102,Christie,Heather,,1/1/1959,Heather,,hc102@drexel.edu,Psychological and Brain Sciences,,Divorced,Non Hispanic,Asian,6057 Griffith Avenue,6057 Griffith Avenue,640-989-7023,Professor
nj494,Joseph,Nick,,11/2/1974,Nick,,nj494@drexel.edu,Engineering Leadership and Society,,Married,Non Hispanic,Native,16910 Alpine Drive,16910 Alpine Drive,820-339-7847,Professor
jro93,Otto,Julia,R,11/19/1978,Julia,,jro93@drexel.edu,Communication,,Single,Hispanic or Latino,Other,210 Beachcomber Drive,210 Beachcomber Drive,944-859-3166,Professor
csh45,Hogue,Chelsea,S,6/5/1986,Chelsea,,csh45@drexel.edu,Biology,,Widow,Non Hispanic,Native,468 Raymond Drive,406 Ashwood Court,365-231-6797,Professor
jdb978,Benjamin,Joshua,D,1/22/1988,Joshua,,jdb978@drexel.edu,Global Studies and Modern Languages,,Divorced,Non Hispanic,Native,450 C Street,450 C Street,216-974-2998,Professor
mw482,Warfield,Marshall,,1/15/1968,Marshall,,mw482@drexel.edu,Materials Science and Engineering,,Widow,Hispanic or Latino,Other,450 C Street,3526 Sutton Loop,578-742-2863,Professor
smb943,Brubaker,Sharon,M,6/11/1955,Sharon,,smb943@drexel.edu,Engineering Leadership and Society,,Widow,Non Hispanic,Other,2750 Gilmore Lane,5130 Morris Way,536-199-4837,Professor
teh63,Harman,Travis,E,5/15/1991,Travis,,teh63@drexel.edu,"Biodiversity, Earth & Environmental Science",,Widow,Non Hispanic,Native,1108 Slater Street,1108 Slater Street,875-465-3956,Professor
nap56,Procopio,Nick,A,10/27/1951,Nick,,nap56@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Hispanic or Latino,Asian,33300 Mission Boulevard,33300 Mission Boulevard,334-609-1251,Professor
sak92,Kroll,Stefanie,A,11/5/1961,Stefanie,,sak92@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,White,12091 Mierkey Road,12091 Mierkey Road,829-591-1332,Professor
acl15,Lough,Amanda,C,6/6/1995,Amanda,,acl15@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,African American/Black,618 Staley Avenue,618 Staley Avenue,832-194-3894,Professor
db976,Bhattacharyya,Debjani,,9/2/1984,Debjani,,db976@drexel.edu,Sociology,,Married,Non Hispanic,Asian,430 Fig Street,406 Ashwood Court,305-129-7530,Professor
kae658,Edmondson,Keiko,A,7/24/1965,Keiko,,kae658@drexel.edu,Psychological and Brain Sciences,,Widow,Non Hispanic,Other,4511 Sloat Road,4511 Sloat Road,234-266-9031,Professor
jpc864,Coppola,John,P,12/9/1955,John,,jpc864@drexel.edu,Engineering Leadership and Society,,Married,Hispanic or Latino,Asian,210 Beachcomber Drive,36043 Soapberry Commons,876-241-2390,Professor
phr99,Russell,Pat,H,8/4/1965,Pat,,phr99@drexel.edu,Psychological and Brain Sciences,,Married,Hispanic or Latino,Native,37600 Sycamore Street,37675 Fremont Boulevard,249-321-4909,Professor
wc163,Cho,Wonsang,,10/17/1990,Wonsang,,wc163@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Other,5110 East Shoshone Avenue,5110 East Shoshone Avenue,799-352-6831,Professor
rea21,Adkisson,Rose,E,4/25/1958,Rose,,rea21@drexel.edu,Mathematics,,Seperated,Non Hispanic,Asian,40700 Penn Lane,40700 Penn Lane,870-448-7094,Professor
ahk468,Kabeer,Aiza,H,10/17/1986,Aiza,,ahk468@drexel.edu,Chemistry,,Single,Non Hispanic,African American/Black,826 Webster Street,3578 Galindo Street,490-426-6052,Professor
ajf40,Furia,Alexander,J,3/17/1954,Alexander,,ajf40@drexel.edu,Sociology,,Single,Hispanic or Latino,White,136 Acacia Drive,20370 California 116,546-869-8169,Professor
ejh208,Hart,Eammon,J,6/13/1961,Eammon,,ejh208@drexel.edu,Global Studies and Modern Languages,,Divorced,Non Hispanic,Other,3827 West Chapman Avenue,3827 West Chapman Avenue,711-654-2343,Professor
pc735,Clarke,Patrick,,2/4/1984,Patrick,,pc735@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Asian,928 Wright Avenue,928 Wright Avenue,693-902-6637,Professor
djm33,Macaluso,Dominick,J,1/15/1961,Dominick,,djm33@drexel.edu,Sociology,,Seperated,Hispanic or Latino,Other,6214 Herzog Street,6214 Herzog Street,781-882-6001,Professor
rkp37,Perline,Ronald,K,5/28/1975,Ronald,,rkp37@drexel.edu,English & Philosophy,,Single,Hispanic or Latino,White,310 12th Avenue,310 12th Avenue,402-307-4490,Professor
yg567,Guo,Yixin,,10/5/1980,Yixin,,yg567@drexel.edu,"Biodiversity, Earth & Environmental Science",,Married,Non Hispanic,African American/Black,32512 Christine Drive,32512 Christine Drive,203-216-6772,Professor
ajk808,Knowles,Adam,J,5/1/1988,Adam,,ajk808@drexel.edu,History,,Married,Non Hispanic,Asian,430 Fig Street,430 Fig Street,395-936-2224,Professor
djc924,Casey,Dan,J,2/25/1995,Dan,,djc924@drexel.edu,Global Studies and Modern Languages,,Widow,Non Hispanic,African American/Black,835 Shiloh Court,835 Shiloh Court,433-199-4922,Professor
tcr33,Ray,Troy,C,4/26/1969,Troy,,tcr33@drexel.edu,Global Studies and Modern Languages,,Single,Non Hispanic,African American/Black,2685 California Street,2685 California Street,487-285-1902,Professor
ch245,Hatcher,Chase,,10/20/1993,Chase,,ch245@drexel.edu,Chemical and Biological Engineering,,Divorced,Non Hispanic,White,928 Wright Avenue,928 Wright Avenue,396-144-3092,Professor
crg70,Green,Colin,R,7/10/1991,Colin,,crg70@drexel.edu,Global Studies and Modern Languages,,Widow,Non Hispanic,African American/Black,1349 Burkhart Avenue,1349 Burkhart Avenue,761-146-1057,Professor
bre73,Eckert,Brady,R,10/16/1990,Brady,,bre73@drexel.edu,History,,Widow,Hispanic or Latino,White,5410 McLean Drive,5410 McLean Drive,642-658-9557,Professor
tvm942,McCaffrey,Trevor,V,4/3/1970,Trevor,,tvm942@drexel.edu,"Civil, Architectural and Environmental Engineering",,Married,Non Hispanic,African American/Black,7725 Ney Avenue,7725 Ney Avenue,313-751-2229,Professor
jeg59,Gambrell,Justin,E,8/8/1967,Justin,,jeg59@drexel.edu,Chemical and Biological Engineering,,Divorced,Non Hispanic,Other,1528 Stafford Avenue,1528 Stafford Avenue,244-827-3366,Professor
gmm77,Menda,Girish,M,11/25/1964,Girish,,gmm77@drexel.edu,Physics,,Seperated,Hispanic or Latino,Native,514 Flower Lane,514 Flower Lane,804-879-9781,Professor
nv613,Vasudevan,Nijanthan,,11/22/1974,Nijanthan,,nv613@drexel.edu,Physics,,Widow,Non Hispanic,Native,1515 Excelsior Avenue,1515 Excelsior Avenue,395-140-8561,Professor
ras53,Shah,Riya,A,7/18/1982,Riya,,ras53@drexel.edu,Chemical and Biological Engineering,,Married,Non Hispanic,Asian,2337 Nebraska Avenue,2337 Nebraska Avenue,816-420-6151,Professor
kth79,Heuer,Keri,T,3/22/1986,Keri,,kth79@drexel.edu,Biology,,Divorced,Hispanic or Latino,White,2704 McGee Avenue,2704 McGee Avenue,719-807-7079,Professor
ehw75,Worth,Eli,H,11/18/1976,Eli,,ehw75@drexel.edu,"Biodiversity, Earth & Environmental Science",,Divorced,Hispanic or Latino,White,1040 University Avenue,1040 University Avenue,267-574-8961,Professor
cml26,Ludwig,Christina,M,7/10/1995,Christina,,cml26@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,White,618 Staley Avenue,618 Staley Avenue,793-928-7662,Professor
jam62,Mellen,Jillian,A,3/13/1964,Jillian,,jam62@drexel.edu,Chemical and Biological Engineering,,Married,Hispanic or Latino,Asian,1397 Tallac Lane,1397 Tallac Lane,266-262-7556,Professor
jg524,Goddy,Julian,,7/22/1989,Julian,,jg524@drexel.edu,Biology,,Married,Non Hispanic,Asian,7435 East Tulare Avenue,7435 East Tulare Avenue,280-332-4652,Professor
ks821,Shine,Kevin,,11/20/1950,Kevin,,ks821@drexel.edu,English & Philosophy,,Seperated,Non Hispanic,African American/Black,3215 Madsen Street,3215 Madsen Street,791-295-1956,Professor
mf209,Frakulla,Mario,,8/8/1981,Mario,,mf209@drexel.edu,English & Philosophy,,Single,Hispanic or Latino,White,31353 Santa Elena Way,31353 Santa Elena Way,246-484-6669,Professor
wew99,Watson,William,E,8/16/1974,William,,wew99@drexel.edu,English & Philosophy,,Single,Non Hispanic,Asian,281 MacArthur Boulevard,281 MacArthur Boulevard,830-246-2513,Professor
aa925,A,Amelia,,12/4/1982,Amelia,,aa925@drexel.edu,Chemical and Biological Engineering,,Divorced,Non Hispanic,White,22618 South Figueroa Street,22618 South Figueroa Street,292-221-9965,Professor
bh688,Harman,Brittany,,11/3/1968,Brittany,,bh688@drexel.edu,Global Studies and Modern Languages,,Single,Non Hispanic,White,1222 Arcade Boulevard,1222 Arcade Boulevard,936-497-4898,Professor
jmh778,Hyatt,Jordan,M,7/24/1973,Jordan,,jmh778@drexel.edu,Sociology,,Divorced,Non Hispanic,Asian,22538 6th Street,4738 Mallard Common,339-654-4216,Professor
meb66,Bolton,Megan,E,3/23/1950,Megan,,meb66@drexel.edu,Engineering Leadership and Society,,Widow,Non Hispanic,Other,40902 Ingersoll Terrace,40902 Ingersoll Terrace,824-185-4523,Professor
lgz11,Zinberg,Laurie,G,8/17/1991,Laurie,,lgz11@drexel.edu,Mathematics,,Widow,Non Hispanic,White,1890 Orchard View Road,1890 Orchard View Road,700-599-1665,Professor
gan99,Ndubizu,Gordian,A,3/14/1961,Gordian,,gan99@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,Other,3578 Galindo Street,3578 Galindo Street,595-546-3511,Professor
cc847,Chen,Chase,,9/12/1974,Chase,,cc847@drexel.edu,Biology,,Single,Non Hispanic,Native,24647 Patricia Court,24647 Patricia Court,274-926-3360,Professor
jwr35,Rinier,James,W,11/28/1970,James,,jwr35@drexel.edu,Sociology,,Widow,Hispanic or Latino,Other,894 Windmill Park Lane,894 Windmill Park Lane,711-450-1114,Professor
chh64,Hill,Chelsey,H,9/1/1973,Chelsey,,chh64@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,White,37608 2nd Street,1497 Greenbrier Road,987-141-2008,Professor
imn82,Nedelcu,Irina,M,6/13/1957,Irina,,imn82@drexel.edu,Mechanical Engineering and Mechanics,,Single,Hispanic or Latino,White,3827 West Chapman Avenue,3827 West Chapman Avenue,815-663-6353,Professor
hdm18,Maragah,Hazem,D,9/19/1988,Hazem,,hdm18@drexel.edu,History,,Widow,Non Hispanic,African American/Black,15267 Hesperian Boulevard,15267 Hesperian Boulevard,360-592-9586,Professor
oa613,A,Oscar,,6/7/1986,Oscar,,oa613@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Non Hispanic,White,51035 Conifer Drive,51035 Conifer Drive,739-391-6434,Professor
nt463,Torskiy,Niki,,12/9/1978,Niki,,nt463@drexel.edu,Sociology,,Divorced,Non Hispanic,Native,1528 Stafford Avenue,7096 Park Mesa Way,877-536-7810,Professor
dar93,Ripperger-Suhler,Daniel,A,6/19/1968,Daniel,,dar93@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Native,4255 Tanager Common,4255 Tanager Common,597-836-5046,Professor
