drexelID,name,action,system,date,time
fga65,Frank Allen,logged-in,Tux,2021-11-14,17:03:31
fdc11,Freda Carter,logged-in,Blackboard Learn,2021-11-14,17:30:43
mdb56,Michael Buchman,logged-in,PuTTY,2021-11-14,17:59:13
pcd38,Pamela Davis,logged-in,PuTTY,2021-11-14,20:05:48
bew55,Bridget Wiggins,accessed,Zoom,2021-11-14,22:32:16
rdh77,Richard Hicks,logged-in,PuTTY,2021-11-14,23:51:26
jcb69,Jason Barnett,logged-in,Blackboard Learn,2021-11-15,00:53:41
clt78,Carmen Terry,logged-in,Degree Works,2021-11-15,04:45:23
lmc121,Lisa Camp,logged-in,McGraw-Hill Connect,2021-11-15,04:51:12
atb26,Aaron Bryant,logged-in,McGraw-Hill Connect,2021-11-15,06:49:17
jab23,Jeffrey Bethea,logged-in,Tux,2021-11-15,09:13:34
rmc74,Richard Cox,logged-in,Degree Works,2021-11-15,09:32:50
vcb499,Vernon Barker,accessed,Zoom,2021-11-15,12:30:49
jpe80,Janet Englehart,logged-in,Blackboard Learn,2021-11-15,12:53:23
dos33,Daniel Stubblefield,accessed,Zoom,2021-11-15,14:19:29
jsb22,John Bond,logged-in,Degree Works,2021-11-15,15:15:09
cew105,Calvin Wilson,logged-in,Blackboard Learn,2021-11-15,17:40:25
reb31,Robert Bridges,logged-in,Tux,2021-11-15,19:17:19
cdv20,Charles Vail,logged-in,McGraw-Hill Connect,2021-11-15,21:30:12
vtk14,Valerie Knighten,logged-in,Degree Works,2021-11-15,22:13:09
bml37,Blanche Lin,created-room,Zoom,2021-11-15,23:59:17
aps76,Annie Stevens,logged-in,McGraw-Hill Connect,2021-11-16,01:26:50
djs932,Denver Simpson,logged-in,Blackboard Learn,2021-11-16,02:37:23
erd909,Edward Davison,logged-in,Tux,2021-11-16,02:44:06
vhb636,Verna Bernier,logged-in,PuTTY,2021-11-16,05:36:01
bgm90,Bradford Maguire,logged-in,McGraw-Hill Connect,2021-11-16,07:10:33
rsj964,Rosetta Jones,logged-in,Tux,2021-11-16,09:34:32
snh35,Stacy Hunt,logged-in,Blackboard Learn,2021-11-16,13:01:00
ces77,Christine Svobodny,logged-in,PuTTY,2021-11-16,13:32:36
saf48,Sadie Frank,logged-in,PuTTY,2021-11-16,17:00:27
brp25,Blake Pittman,logged-in,Blackboard Learn,2021-11-16,20:27:24
gah63,Georgia Hughes,logged-in,PuTTY,2021-11-16,20:48:06
sck81,Steven King,logged-in,McGraw-Hill Connect,2021-11-17,00:40:20
emd46,Emma Duck,logged-in,Tux,2021-11-17,00:54:49
sjp50,Samuel Paul,created-room,Zoom,2021-11-17,01:36:28
kem134,Katy Mccracken,logged-in,Degree Works,2021-11-17,03:37:48
jko11,Jane Oldroyd,logged-in,PuTTY,2021-11-17,06:47:42
sjw63,Sara Wilhelm,logged-in,PuTTY,2021-11-17,07:09:46
slm74,Sally Murry,logged-in,Blackboard Learn,2021-11-17,11:07:22
wfm31,Willie Moya,logged-in,McGraw-Hill Connect,2021-11-17,14:13:15
hld63,Helen Drake,logged-in,Degree Works,2021-11-17,16:44:52
psm48,Pamela Meeks,logged-in,Tux,2021-11-17,20:29:45
jgj38,Jonathan Jackson,created-room,Zoom,2021-11-17,22:59:04
lry30,Luis Young,logged-in,Degree Works,2021-11-18,02:19:22
bbb76,Bill Burrow,logged-in,McGraw-Hill Connect,2021-11-18,02:51:55
gdk953,Gary Kimmons,logged-in,PuTTY,2021-11-18,05:03:49
pdd89,Peter Davis,logged-in,Tux,2021-11-18,05:51:40
bjj40,Brian Johnson,logged-in,McGraw-Hill Connect,2021-11-18,06:13:48
fkb22,Fidel Bulow,logged-in,McGraw-Hill Connect,2021-11-18,08:44:39
jjw54,Jared Walker,logged-in,Blackboard Learn,2021-11-18,12:22:24
trd64,Tiffanie Deloy,logged-in,McGraw-Hill Connect,2021-11-18,12:34:37
lts23,Lena Solano,logged-in,McGraw-Hill Connect,2021-11-18,14:49:28
mmh10,Marian Hulett,logged-in,Blackboard Learn,2021-11-18,16:57:44
aas88,Angelita Scales,logged-in,Tux,2021-11-18,20:44:49
lbb914,Loren Black,logged-in,Tux,2021-11-18,20:59:01
mtm41,Megan Malone,logged-in,Tux,2021-11-18,23:00:11
iws72,Ismael Stall,logged-in,Tux,2021-11-19,01:01:18
bdo36,Bernie Obannon,logged-in,PuTTY,2021-11-19,02:11:46
mtm579,Michael Mendoza,logged-in,PuTTY,2021-11-19,05:47:42
gwg619,George Green,logged-in,McGraw-Hill Connect,2021-11-19,08:07:52
mjd12,Martin Dement,logged-in,Blackboard Learn,2021-11-19,10:58:48
cbw84,Claude Wilcox,logged-in,Tux,2021-11-19,11:53:31
tdf339,Troy Fee,logged-in,PuTTY,2021-11-19,14:00:53
ccu78,Charles Underwood,accessed,Zoom,2021-11-19,14:52:12
tjl11,Thanh Luna,logged-in,PuTTY,2021-11-19,18:45:23
kls16,Kurt Scott,logged-in,Blackboard Learn,2021-11-19,21:56:22
grs28,Gertrude Smith,logged-in,McGraw-Hill Connect,2021-11-20,00:16:31
def67,Delores Freuden,logged-in,Tux,2021-11-20,02:08:47
gck27,Georgette Kjelland,logged-in,PuTTY,2021-11-20,02:23:52
trg50,Thomas Guinasso,logged-in,PuTTY,2021-11-20,04:12:00
rte18,Rosie Ellison,logged-in,Tux,2021-11-20,06:22:10
sly29,Sophia Yanez,accessed,Zoom,2021-11-20,10:03:09
mra961,Michelle Aragon,logged-in,Blackboard Learn,2021-11-20,10:46:13
mkm83,Micki Maclean,accessed,Zoom,2021-11-20,11:13:54
tcm306,Thelma Medina,created-room,Zoom,2021-11-20,12:38:43
brs45,Brian Suehs,accessed,Zoom,2021-11-20,15:27:55
srl142,Scottie Lopinto,logged-in,Degree Works,2021-11-20,16:46:51
mjs47,Millie Salazar,logged-in,McGraw-Hill Connect,2021-11-20,18:14:53
hdj64,Heather Jackson,logged-in,Blackboard Learn,2021-11-20,19:30:19
ceb94,Casey Blocker,logged-in,McGraw-Hill Connect,2021-11-20,20:25:59
jbl38,John Long,logged-in,Blackboard Learn,2021-11-20,23:55:04
mec65,Marianne Collins,logged-in,Degree Works,2021-11-21,03:31:48
ftb97,Frank Benton,logged-in,PuTTY,2021-11-21,07:15:05
esc699,Elizabeth Cothran,logged-in,Degree Works,2021-11-21,07:26:51
mgm56,Miguel Mays,logged-in,Degree Works,2021-11-21,07:35:24
reg72,Rachel Granado,accessed,Zoom,2021-11-21,08:05:57
kya179,Kimberlee Amado,logged-in,McGraw-Hill Connect,2021-11-21,09:49:13
bcg64,Barbara Guthrie,logged-in,Degree Works,2021-11-21,12:50:40
lrw67,Lloyd Wilson,logged-in,Degree Works,2021-11-21,14:51:42
eam79,Eugene Medina,logged-in,PuTTY,2021-11-21,18:13:58
pmw97,Pauline Wallis,logged-in,Blackboard Learn,2021-11-21,18:28:35
bdb54,Brian Beane,logged-in,McGraw-Hill Connect,2021-11-21,21:34:57
lkb77,Louise Black,logged-in,Degree Works,2021-11-21,22:51:05
jcf90,Jean Fredrick,accessed,Zoom,2021-11-21,23:12:54
jcf222,Julie Fortner,logged-in,McGraw-Hill Connect,2021-11-22,00:52:14
naa50,Natalie Alley,logged-in,PuTTY,2021-11-22,04:11:49
cnl15,Celia Lachance,logged-in,Blackboard Learn,2021-11-22,08:09:18
jvr386,Jessica Radune,logged-in,McGraw-Hill Connect,2021-11-22,11:31:26
rip727,Rafael Perry,logged-in,McGraw-Hill Connect,2021-11-22,12:52:47
aec20,Ashley Cooper,logged-in,Blackboard Learn,2021-11-22,13:18:46
rrm31,Richard Miller,logged-in,McGraw-Hill Connect,2021-11-22,15:45:42
mjl99,Mark Lynd,logged-in,Blackboard Learn,2021-11-22,17:45:24
rpc858,Robert Combs,logged-in,Tux,2021-11-22,18:51:32
mbl837,Monica Leverenz,created-room,Zoom,2021-11-22,22:50:57
jrc62,Jeremy Chung,created-room,Zoom,2021-11-23,01:56:06
cph35,Chad Hobbs,logged-in,Blackboard Learn,2021-11-23,03:45:41
lmj58,Lisa Johnson,logged-in,Tux,2021-11-23,05:23:22
tmc58,Teresa Carlson,logged-in,McGraw-Hill Connect,2021-11-23,07:51:40
jrl862,John Lineberry,logged-in,Tux,2021-11-23,08:23:32
osl879,Olivia Larkin,logged-in,Degree Works,2021-11-23,08:34:24
sre10,Sandra Emling,created-room,Zoom,2021-11-23,09:49:59
hmb29,Heather Barker,logged-in,Blackboard Learn,2021-11-23,13:21:33
dla54,Debbie Allred,logged-in,PuTTY,2021-11-23,16:04:09
bdf66,Bonnie Fritz,logged-in,Tux,2021-11-23,19:53:27
njc14,Noah Carpenter,logged-in,Tux,2021-11-23,21:03:38
pdh63,Phillip Hansen,logged-in,Tux,2021-11-24,00:07:23
pcd38,Pamela Davis,logged-in,Degree Works,2021-11-24,02:39:36
dls60,Donna Stevens,logged-in,Tux,2021-11-24,06:14:19
bnc96,Beverly Chapman,logged-in,Tux,2021-11-24,08:50:44
mdb76,Margaret Burgess,accessed,Zoom,2021-11-24,09:42:23
dsr82,David Randolph,logged-in,PuTTY,2021-11-24,11:37:13
amd78,Ashley Diaz,logged-in,McGraw-Hill Connect,2021-11-24,12:03:53
jss85,Joanne Sanchez,logged-in,Blackboard Learn,2021-11-24,15:06:34
lmf504,Larry Fisher,logged-in,Degree Works,2021-11-24,17:17:06
kcb453,Kaleigh Barnett,logged-in,Degree Works,2021-11-24,18:05:45
kec80,Kimberly Cahill,logged-in,Blackboard Learn,2021-11-24,18:50:12
jjp61,Julius Pedersen,logged-in,Blackboard Learn,2021-11-24,20:27:21
dkj88,Dolores Jackson,logged-in,Blackboard Learn,2021-11-24,21:14:29
rmh729,Rachael Haggard,accessed,Zoom,2021-11-24,21:46:21
lts23,Lena Solano,logged-in,McGraw-Hill Connect,2021-11-25,00:56:26
gjc72,Gary Coffman,accessed,Zoom,2021-11-25,02:21:07
rmr33,Rosemary Rasmussen,logged-in,Tux,2021-11-25,05:31:14
ljb55,Lawrence Billups,logged-in,McGraw-Hill Connect,2021-11-25,09:15:23
sdh71,Steven Hoyos,logged-in,McGraw-Hill Connect,2021-11-25,10:57:14
djn711,Dorcas Norton,logged-in,Blackboard Learn,2021-11-25,14:32:16
lrc28,Latanya Crites,logged-in,PuTTY,2021-11-25,18:06:59
mea51,Melissa Aragon,logged-in,PuTTY,2021-11-25,19:35:37
cpf70,Charles Frisbee,logged-in,McGraw-Hill Connect,2021-11-25,22:14:05
wrf75,William Furman,logged-in,PuTTY,2021-11-26,00:38:12
aeh772,Anthony Haffner,logged-in,PuTTY,2021-11-26,02:23:37
jmr579,Jesus Rothrock,logged-in,Tux,2021-11-26,05:25:28
hac29,Hollis Campbell,logged-in,PuTTY,2021-11-26,06:30:38
cjm36,Charles Mckay,logged-in,Blackboard Learn,2021-11-26,07:01:33
kgt53,Krista Taormina,logged-in,Tux,2021-11-26,07:28:50
tbt207,Thomas Trudell,logged-in,PuTTY,2021-11-26,07:38:20
rmp38,Ruth Pruitt,logged-in,PuTTY,2021-11-26,09:04:12
nkl91,Nicole Lederer,logged-in,Tux,2021-11-26,10:24:17
dsl28,David Leath,logged-in,PuTTY,2021-11-26,12:51:49
nmh346,Nicholas Hampton,created-room,Zoom,2021-11-26,15:18:11
psp606,Peter Pigman,logged-in,Blackboard Learn,2021-11-26,16:12:49
tjb36,Theodore Bell,logged-in,Blackboard Learn,2021-11-26,17:20:08
kwp92,Kenneth Pickens,logged-in,PuTTY,2021-11-26,18:28:01
lcw79,Lillian Weeks,accessed,Zoom,2021-11-26,19:24:12
rar42,Rodney Ruiz,logged-in,Degree Works,2021-11-26,19:26:21
ckf12,Cassie Freeman,logged-in,PuTTY,2021-11-26,22:23:15
bdw67,Brian Wallace,logged-in,Blackboard Learn,2021-11-27,01:37:57
rjr583,Rebecca Reck,accessed,Zoom,2021-11-27,05:23:58
spa544,Sue Alexander,logged-in,McGraw-Hill Connect,2021-11-27,07:22:18
jrg769,Joseph Griffin,logged-in,McGraw-Hill Connect,2021-11-27,07:38:35
ljr21,Laura Ross,logged-in,Degree Works,2021-11-27,07:41:20
mns78,Michelle Schrock,logged-in,Blackboard Learn,2021-11-27,09:54:56
fem27,Francis Matthews,logged-in,PuTTY,2021-11-27,11:42:51
jmg583,Joyce Gibson,logged-in,Blackboard Learn,2021-11-27,12:31:05
emj72,Emily Judy,logged-in,Tux,2021-11-27,12:48:41
rhp95,Robert Patton,logged-in,PuTTY,2021-11-27,16:41:05
nms86,Nettie Song,logged-in,PuTTY,2021-11-27,19:47:56
nmv385,Numbers Vazquez,logged-in,Degree Works,2021-11-27,22:24:23
nss70,Norbert Spain,logged-in,Blackboard Learn,2021-11-28,00:02:02
lwp94,Leo Platner,logged-in,PuTTY,2021-11-28,01:03:58
bwh39,Bret Holt,accessed,Zoom,2021-11-28,02:55:20
abb658,Andrea Baker,logged-in,Tux,2021-11-28,06:38:00
jpk63,Joan Kenon,logged-in,McGraw-Hill Connect,2021-11-28,09:24:28
scs221,Steven Sinclair,logged-in,Blackboard Learn,2021-11-28,10:32:49
skl65,Shirley Lange,logged-in,McGraw-Hill Connect,2021-11-28,11:40:29
pkd45,Pamela Delacruz,logged-in,McGraw-Hill Connect,2021-11-28,12:13:53
blt845,Bridget Timchula,logged-in,PuTTY,2021-11-28,15:03:07
cac12,Cruz Coker,logged-in,McGraw-Hill Connect,2021-11-28,18:56:40
maa15,Maggie Ambriz,accessed,Zoom,2021-11-28,19:00:22
afp80,Amanda Peterson,logged-in,PuTTY,2021-11-28,20:14:04
ald25,Amy Dorsey,logged-in,Tux,2021-11-28,23:12:14
hdj64,Heather Jackson,logged-in,Tux,2021-11-29,00:36:06
jcb22,John Banda,accessed,Zoom,2021-11-29,02:59:23
jrb19,John Burrell,logged-in,McGraw-Hill Connect,2021-11-29,06:05:26
dhs60,Dora Salazar,logged-in,Blackboard Learn,2021-11-29,07:45:49
paf13,Phyllis Frisco,logged-in,Blackboard Learn,2021-11-29,08:30:32
mtr29,Maria Rasmussen,logged-in,PuTTY,2021-11-29,09:35:58
jsj807,Jesus Jones,accessed,Zoom,2021-11-29,12:41:50
pdp27,Patricia Powell,created-room,Zoom,2021-11-29,15:39:10
jls377,John Stemp,logged-in,Degree Works,2021-11-29,18:30:48
haw84,Hollie Wetzel,accessed,Zoom,2021-11-29,21:11:27
klf48,Karen Fonseca,logged-in,Blackboard Learn,2021-11-30,01:08:14
sjr12,Shelia Rojas,logged-in,PuTTY,2021-11-30,01:57:22
bdw30,Brenda Wylie,logged-in,Degree Works,2021-11-30,03:39:09
dmv40,Darcy Venable,logged-in,Degree Works,2021-11-30,03:48:03
jci66,Judy Ibarra,logged-in,Degree Works,2021-11-30,05:43:29
jek90,John Kershner,created-room,Zoom,2021-11-30,08:21:21
crb43,Cherie Brewington,logged-in,McGraw-Hill Connect,2021-11-30,08:58:30
scd58,Samantha Dixon,logged-in,Degree Works,2021-11-30,11:41:49
oja80,Olivia Adkins,logged-in,Degree Works,2021-11-30,12:30:01
ckc984,Carroll Cornell,accessed,Zoom,2021-11-30,15:43:14
efh24,Eli Hunsaker,accessed,Zoom,2021-11-30,18:38:20
kjw62,Kevin Whitaker,logged-in,PuTTY,2021-11-30,21:44:27
acj55,Anna Johnson,logged-in,Degree Works,2021-11-30,23:59:44
ajb74,Alice Baughman,logged-in,McGraw-Hill Connect,2021-12-01,00:13:50
bsh70,Bernice Hankins,accessed,Zoom,2021-12-01,01:56:36
smk83,Sasha Kahler,logged-in,Tux,2021-12-01,03:46:56
pcy94,Paula Yates,logged-in,Blackboard Learn,2021-12-01,07:33:51
jtb63,Janice Baker,logged-in,Degree Works,2021-12-01,09:20:29
mvk78,Maria Knoll,logged-in,Blackboard Learn,2021-12-01,10:33:37
cmb21,Clifton Byrne,logged-in,Blackboard Learn,2021-12-01,10:43:33
cge54,Colin Ellis,logged-in,Blackboard Learn,2021-12-01,12:09:34
jmc39,Jane Cooksey,logged-in,PuTTY,2021-12-01,14:11:43
erg55,Eric Garcia,logged-in,Blackboard Learn,2021-12-01,18:06:50
rtt549,Robert Thomas,logged-in,McGraw-Hill Connect,2021-12-01,20:37:19
hrh21,Howard Hunter,accessed,Zoom,2021-12-01,22:08:38
bew12,Bill Woodward,logged-in,Degree Works,2021-12-01,22:39:27
lgb46,Linda Brown,logged-in,Tux,2021-12-01,23:34:42
svm76,Stephanie Mcdonald,accessed,Zoom,2021-12-02,03:18:02
msf18,Merna Ferretti,logged-in,Degree Works,2021-12-02,06:54:18
mpb33,Mark Bryant,logged-in,Blackboard Learn,2021-12-02,08:58:54
pjm473,Pierre Meyer,logged-in,McGraw-Hill Connect,2021-12-02,10:03:21
ehh536,Elizabeth Hampton,created-room,Zoom,2021-12-02,10:24:49
mcc33,Maurice Clune,logged-in,Tux,2021-12-02,10:55:21
mmc257,Mary Clark,logged-in,PuTTY,2021-12-02,14:17:01
tnt762,Tamara Thorne,logged-in,PuTTY,2021-12-02,16:13:12
sck736,Shellie Kassin,logged-in,Blackboard Learn,2021-12-02,17:56:17
ccg16,Catherine Green,accessed,Zoom,2021-12-02,20:36:19
cco63,Christopher Olivarria,logged-in,PuTTY,2021-12-02,22:29:37
drf91,Donald Fontenot,logged-in,Degree Works,2021-12-03,00:33:14
asc87,Al Caperton,logged-in,Tux,2021-12-03,01:03:55
slm74,Sally Murry,logged-in,McGraw-Hill Connect,2021-12-03,03:36:15
emb87,Edith Bateman,logged-in,PuTTY,2021-12-03,07:07:51
fjb21,Frank Baker,logged-in,Degree Works,2021-12-03,08:03:38
jwm27,Jerome Mccrary,logged-in,McGraw-Hill Connect,2021-12-03,08:47:16
agw406,Alexis Watkins,accessed,Zoom,2021-12-03,10:20:35
jdv58,Jerry Vanderpool,logged-in,Blackboard Learn,2021-12-03,12:08:06
rdm925,Rita Mathis,logged-in,PuTTY,2021-12-03,14:52:14
cma40,Celia Anderson,accessed,Zoom,2021-12-03,15:47:44
jdg52,Joe Gallagher,logged-in,PuTTY,2021-12-03,16:43:30
bjw30,Bryan Warmack,logged-in,McGraw-Hill Connect,2021-12-03,19:34:08
snn57,Stephen Nagle,logged-in,Degree Works,2021-12-03,22:18:52
lst87,Lois Tomidy,logged-in,Tux,2021-12-04,00:00:34
bvh86,Bessie Hecker,logged-in,Blackboard Learn,2021-12-04,01:16:32
zlj121,Zita Jones,logged-in,Degree Works,2021-12-04,02:28:56
tmm64,Tonya Moore,logged-in,Blackboard Learn,2021-12-04,04:04:05
jte64,Joyce Epperly,logged-in,Tux,2021-12-04,05:09:26
act76,Arturo Tate,logged-in,Blackboard Learn,2021-12-04,06:29:48
tmg69,Timothy Guillaume,logged-in,McGraw-Hill Connect,2021-12-04,07:08:06
vkg28,Valerie Gray,logged-in,Tux,2021-12-04,10:59:59
tbw26,Terri Webster,accessed,Zoom,2021-12-04,14:37:27
apc40,Andrew Checca,accessed,Zoom,2021-12-04,17:50:48
jwt85,Jose Thompson,logged-in,PuTTY,2021-12-04,18:46:08
pjh917,Peggy Handy,accessed,Zoom,2021-12-04,20:22:45
arh53,Anthony Harris,logged-in,McGraw-Hill Connect,2021-12-04,22:32:32
smr916,Sara Ratliff,accessed,Zoom,2021-12-05,00:08:13
ler602,Lanelle Ross,logged-in,PuTTY,2021-12-05,01:43:49
lbm94,Lawrence Murdy,logged-in,McGraw-Hill Connect,2021-12-05,02:56:04
lss77,Lorri Sickler,accessed,Zoom,2021-12-05,03:53:25
jgg93,Jeannie Gianotti,logged-in,Tux,2021-12-05,05:33:06
ter60,Tammy Rao,logged-in,Tux,2021-12-05,09:23:20
adw79,Aaron Willis,logged-in,Degree Works,2021-12-05,09:25:53
scl34,Shannan Love,logged-in,PuTTY,2021-12-05,12:57:20
sgm28,Shawn Murphy,logged-in,Degree Works,2021-12-05,14:41:46
ros20,Richard Steigerwalt,logged-in,Degree Works,2021-12-05,16:31:54
jlo36,Jean Odonnell,logged-in,Tux,2021-12-05,18:06:17
hrh21,Howard Hunter,accessed,Zoom,2021-12-05,18:45:51
pjb25,Pedro Beaty,created-room,Zoom,2021-12-05,19:32:31
nae52,Nancy Erbst,logged-in,Blackboard Learn,2021-12-05,21:27:02
jjb66,Jeffrey Bush,accessed,Zoom,2021-12-05,21:51:18
rkr74,Randall Roszel,accessed,Zoom,2021-12-06,01:48:46
emk134,Elliott Krogman,logged-in,Blackboard Learn,2021-12-06,05:44:04
dsp979,David Perault,logged-in,Tux,2021-12-06,05:49:30
ttb69,Tara Brown,logged-in,Blackboard Learn,2021-12-06,09:48:08
cta587,Cindy Anderson,logged-in,PuTTY,2021-12-06,10:49:15
aah12,Alan Hartshorn,accessed,Zoom,2021-12-06,14:23:55
mgb55,Marion Bichler,accessed,Zoom,2021-12-06,14:28:51
rjw78,Robert Williams,logged-in,Blackboard Learn,2021-12-06,15:31:11
dcs11,Danielle Smyer,accessed,Zoom,2021-12-06,16:18:17
acc34,Althea Crittle,logged-in,McGraw-Hill Connect,2021-12-06,17:05:24
mhh55,Martha Hernandez,logged-in,Blackboard Learn,2021-12-06,19:59:29
mmo71,Marlon Ortmann,logged-in,Tux,2021-12-06,22:22:47
cbh12,Charles Hatch,logged-in,PuTTY,2021-12-07,00:01:33
hjh236,Herman Hubbard,accessed,Zoom,2021-12-07,01:47:06
liw99,Lanita Watkins,logged-in,PuTTY,2021-12-07,04:05:16
smm11,Sandra Mccatty,logged-in,PuTTY,2021-12-07,04:16:29
jdc10,Joseph Carino,logged-in,Blackboard Learn,2021-12-07,06:22:00
vmb67,Vallie Brunson,logged-in,Tux,2021-12-07,08:45:23
vbr15,Violet Ratliff,logged-in,Tux,2021-12-07,10:25:33
jgc71,Joseph Conners,logged-in,McGraw-Hill Connect,2021-12-07,11:40:23
mcg16,Marion Gilbert,logged-in,McGraw-Hill Connect,2021-12-07,13:37:51
jmn96,Jean Newman,logged-in,Degree Works,2021-12-07,15:08:25
jkj94,Janis Judy,logged-in,Degree Works,2021-12-07,17:32:17
jrr41,Julia Rodriguez,logged-in,Tux,2021-12-07,20:30:59
mmr92,Mark Raybon,logged-in,McGraw-Hill Connect,2021-12-07,23:34:58
saw62,Sally Washburn,logged-in,Tux,2021-12-08,03:18:45
bdc94,Brian Camp,logged-in,Degree Works,2021-12-08,05:14:28
crs84,Carlos Saas,logged-in,PuTTY,2021-12-08,06:25:10
sdh71,Steven Hoyos,logged-in,Tux,2021-12-08,07:30:16
sec60,Sarah Clark,logged-in,McGraw-Hill Connect,2021-12-08,08:34:13
cdv30,Charles Vanderpool,logged-in,Tux,2021-12-08,12:01:55
llo18,Laurice Olson,logged-in,PuTTY,2021-12-08,12:34:28
ssb492,Sammy Bunker,logged-in,Tux,2021-12-08,12:36:40
ddp78,Dinah Polo,logged-in,McGraw-Hill Connect,2021-12-08,15:56:01
tfw43,Traci Wermers,created-room,Zoom,2021-12-08,16:51:53
dvb33,Daniele Brown,logged-in,McGraw-Hill Connect,2021-12-08,19:59:04
lbm94,Lawrence Murdy,logged-in,Blackboard Learn,2021-12-08,22:57:24
kbs22,Kimberly Stretch,logged-in,McGraw-Hill Connect,2021-12-09,00:10:12
ctc82,Celia Cadwallader,accessed,Zoom,2021-12-09,01:00:11
pwp78,Pamela Perkins,logged-in,PuTTY,2021-12-09,01:50:48
wdd602,Wendell Droke,logged-in,Tux,2021-12-09,05:11:10
aml64,Anna Landry,logged-in,McGraw-Hill Connect,2021-12-09,05:57:27
jtf292,Justin Flamer,accessed,Zoom,2021-12-09,07:28:01
wjd59,Wesley Dirienzo,logged-in,Blackboard Learn,2021-12-09,08:03:59
rlc88,Roy Ciaburri,logged-in,McGraw-Hill Connect,2021-12-09,09:08:38
neb37,Nancy Bryant,logged-in,Degree Works,2021-12-09,11:17:57
vcs84,Vern Short,accessed,Zoom,2021-12-09,13:36:33
lrh61,Lannie Hunter,accessed,Zoom,2021-12-09,15:32:31
srr28,Steven Richardson,accessed,Zoom,2021-12-09,15:45:07
tcs91,Tina Short,accessed,Zoom,2021-12-09,19:43:10
bjh10,Brenda Holmes,logged-in,Degree Works,2021-12-09,21:12:48
jwf64,Jerome Falvo,accessed,Zoom,2021-12-09,22:41:04
tdw62,Thomas Walker,logged-in,PuTTY,2021-12-09,22:49:06
jep28,Joseph Proudfoot,accessed,Zoom,2021-12-10,01:31:46
sas56,Sandra Selvage,accessed,Zoom,2021-12-10,02:27:54
rdg84,Ramona Gerdes,logged-in,Degree Works,2021-12-10,02:29:39
ejw99,Eric West,logged-in,Tux,2021-12-10,05:00:19
kky875,Kim Yeargin,logged-in,Blackboard Learn,2021-12-10,05:53:31
jet82,Jessica Taylor,logged-in,PuTTY,2021-12-10,06:50:20
cmo50,Christine Omeara,logged-in,McGraw-Hill Connect,2021-12-10,09:41:41
mcr68,Mildred Rayburn,logged-in,Blackboard Learn,2021-12-10,09:56:24
kgh23,Kim Hopper,logged-in,Blackboard Learn,2021-12-10,11:01:00
jnc875,Jack Castillo,logged-in,Tux,2021-12-10,12:14:31
zrm80,Zachary Mcneal,logged-in,Tux,2021-12-10,13:03:16
jmc40,Joseph Caldwell,logged-in,McGraw-Hill Connect,2021-12-10,16:32:33
rbh97,Ronald Hatfield,logged-in,Blackboard Learn,2021-12-10,17:42:05
bcg64,Barbara Guthrie,logged-in,Tux,2021-12-10,19:03:45
jja56,Jose Ames,logged-in,Tux,2021-12-10,21:56:15
dap55,Danny Peiper,accessed,Zoom,2021-12-10,23:23:54
drm93,Dorothy Moore,logged-in,Tux,2021-12-11,03:13:57
jrh41,James Heck,logged-in,PuTTY,2021-12-11,03:39:07
klm67,Kelly Maloney,logged-in,Tux,2021-12-11,07:37:18
jlb10,Jacquelin Briggs,logged-in,Tux,2021-12-11,07:57:27
jww42,Jeffrey Walters,logged-in,Tux,2021-12-11,09:19:46
clj74,Charlene Jones,logged-in,McGraw-Hill Connect,2021-12-11,10:16:35
jrf80,Jason Ferrell,logged-in,Degree Works,2021-12-11,10:44:29
lmm866,Lee Mosher,logged-in,Tux,2021-12-11,11:07:48
sgj22,Samuel Johnson,logged-in,Blackboard Learn,2021-12-11,11:25:12
jdg94,John Goodman,logged-in,PuTTY,2021-12-11,12:01:56
lat196,Leland Tan,logged-in,McGraw-Hill Connect,2021-12-11,12:03:11
kjt22,Krista Tomsic,logged-in,Degree Works,2021-12-11,15:30:51
cdd31,Clayton Daniels,created-room,Zoom,2021-12-11,18:38:57
kem77,Keith Marco,logged-in,Blackboard Learn,2021-12-11,21:13:36
jcs942,Jimmy Spain,logged-in,Degree Works,2021-12-11,22:02:00
acr51,Anthony Rufi,logged-in,Tux,2021-12-12,01:40:22
rtr176,Rae Robertson,logged-in,Tux,2021-12-12,04:55:36
dwv90,Dottie Voller,logged-in,Degree Works,2021-12-12,06:34:33
jgk48,Jamie Keister,logged-in,McGraw-Hill Connect,2021-12-12,07:24:02
jgw96,Jeffrey Weiss,logged-in,Blackboard Learn,2021-12-12,09:54:45
tbg73,Timothy Gibbs,logged-in,McGraw-Hill Connect,2021-12-12,12:30:08
mtm579,Michael Mendoza,logged-in,McGraw-Hill Connect,2021-12-12,15:40:19
ljw91,Lois Williams,logged-in,Degree Works,2021-12-12,19:06:18
bmd577,Brett Dixon,created-room,Zoom,2021-12-12,20:24:20
rgl90,Ruben Ladner,logged-in,Tux,2021-12-12,22:45:54
rwl12,Robert Laskey,logged-in,Degree Works,2021-12-12,22:48:26
nsk50,Niki Keen,logged-in,Degree Works,2021-12-13,00:55:33
ddf562,Dorothy Fulton,accessed,Zoom,2021-12-13,03:40:21
sla14,Sheila Andrews,logged-in,Tux,2021-12-13,04:55:48
rml50,Rhonda Lariviere,logged-in,Degree Works,2021-12-13,05:47:51
alb47,Angela Bolinger,logged-in,McGraw-Hill Connect,2021-12-13,07:39:37
